"Taxon","Genus","Hybrid.marker","Species","Abbrev","Infraspecific.rank","Infraspecific","Authority","ID","Plant.Name.Index","TPL.version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific.rank","New.Infraspecific","New.Authority","New.ID","New.Taxonomic.status","Typo","WFormat","Higher.level","Date","Tax_res"
"Rosmarinus officinalis","Rosmarinus","","officinalis",NA,NA,"","","kew-179873",TRUE,"1.1","Accepted","Lamiaceae","Rosmarinus","","officinalis","","","L.","kew-179873","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Salvia microphylla","Salvia","","microphylla",NA,NA,"","","kew-183199",TRUE,"1.1","Accepted","Lamiaceae","Salvia","","microphylla","","","Kunth","kew-183199","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Salvia verbenaca","Salvia","","verbenaca",NA,NA,"","","kew-184123",TRUE,"1.1","Accepted","Lamiaceae","Salvia","","verbenaca","","","L.","kew-184123","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Satureja obovata","Satureja","","obovata",NA,NA,"","","kew-185832",TRUE,"1.1","Synonym","Lamiaceae","Satureja","","cuneifolia","","","Ten.","kew-185558","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Stachys ocymastrum","Stachys","","ocymastrum",NA,NA,"","","kew-195382",TRUE,"1.1","Accepted","Lamiaceae","Stachys","","ocymastrum","","","(L.) Briq.","kew-195382","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Teucrium capitatum","Teucrium","","capitatum",NA,NA,"","","kew-202749",TRUE,"1.1","Accepted","Lamiaceae","Teucrium","","capitatum","","","L.","kew-202749","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Teucrium fruticans","Teucrium","","fruticans",NA,NA,"","","kew-202931",TRUE,"1.1","Accepted","Lamiaceae","Teucrium","","fruticans","","","L.","kew-202931","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Thymus mastichina","Thymus","","mastichina",NA,NA,"","","kew-205077",TRUE,"1.1","Accepted","Lamiaceae","Thymus","","mastichina","","","(L.) L.","kew-205077","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Vitex agnus-castus","Vitex","","agnus-castus",NA,NA,"","","kew-213297",TRUE,"1.1","Accepted","Lamiaceae","Vitex","","agnus-castus","","","L.","kew-213297","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Pinguicula vulgaris","Pinguicula","","vulgaris",NA,NA,"","","kew-2537397",TRUE,"1.1","Accepted","Lentibulariaceae","Pinguicula","","vulgaris","","","L.","kew-2537397","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Utricularia tricolor","Utricularia","","tricolor",NA,NA,"","","kew-2449434",TRUE,"1.1","Accepted","Lentibulariaceae","Utricularia","","tricolor","","","A.St.-Hil.","kew-2449434","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Utricularia triloba","Utricularia","","triloba",NA,NA,"","","kew-2449432",TRUE,"1.1","Accepted","Lentibulariaceae","Utricularia","","triloba","","","Benj.","kew-2449432","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Osmanthu fragrans","Osmanthu","","fragrans",NA,NA,"","","kew-354988",TRUE,"1.1","Accepted","Oleaceae","Osmanthus","","fragrans","","","Lour.","kew-354988","Accepted",TRUE,FALSE,FALSE,2020-04-30,"Species"
"Forsythia ovata","Forsythia","","ovata",NA,NA,"","","kew-369434",TRUE,"1.1","Accepted","Oleaceae","Forsythia","","ovata","","","Nakai","kew-369434","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Jasminum beesianum","Jasminum","","beesianum",NA,NA,"","","kew-351776",TRUE,"1.1","Accepted","Oleaceae","Jasminum","","beesianum","","","Forrest & Diels","kew-351776","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Jasminum officinale","Jasminum","","officinale",NA,NA,"","","kew-351433",TRUE,"1.1","Accepted","Oleaceae","Jasminum","","officinale","","","L.","kew-351433","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Ligustrum vulgare","Ligustrum","","vulgare",NA,NA,"","","kew-353907",TRUE,"1.1","Accepted","Oleaceae","Ligustrum","","vulgare","","","L.","kew-353907","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Agalinis brachyphylla","Agalinis","","brachyphylla",NA,NA,"","","kew-2625027",TRUE,"1.1","Accepted","Orobanchaceae","Agalinis","","brachyphylla","","","(Cham. & Schltdl.) D'Arcy","kew-2625027","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Bellardia trixago","Bellardia","","trixago",NA,NA,"","","kew-2672849",TRUE,"1.1","Unresolved","Orobanchaceae","Bellardia","","trixago","","","(L.) All.","kew-2672849","Unresolved",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cistanche phelypaea","Cistanche","","phelypaea",NA,NA,"","","kew-2723172",TRUE,"1.1","Accepted","Orobanchaceae","Cistanche","","phelypaea","","","(L.) Cout.","kew-2723172","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Euphrasia parviflora","Euphrasia","","parviflora",NA,NA,"","","tro-29205172",TRUE,"1.1","Accepted","Orobanchaceae","Euphrasia","","parviflora","","","Schag.","tro-29205172","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Parentucellia latifolia","Parentucellia","","latifolia",NA,NA,"","","tro-29207723",TRUE,"1.1","Accepted","Orobanchaceae","Parentucellia","","latifolia","","","Caruel","tro-29207723","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Parentucellia viscosa","Parentucellia","","viscosa",NA,NA,"","","tro-29201195",TRUE,"1.1","Accepted","Orobanchaceae","Parentucellia","","viscosa","","","(L.) Caruel","tro-29201195","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Pedicularis sylvatica","Pedicularis","","sylvatica",NA,NA,"","","kew-2550419",TRUE,"1.1","Accepted","Orobanchaceae","Pedicularis","","sylvatica","","","L.","kew-2550419","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Phelipanche ramosa","Phelipanche","","ramosa",NA,NA,"","","kew-2552859",TRUE,"1.1","Synonym","Orobanchaceae","Orobanche","","ramosa","","","L.","kew-2395601","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Physocalyx major","Physocalyx","","major",NA,NA,"","","tro-50261873",TRUE,"1.1","Accepted","Orobanchaceae","Physocalyx","","major","","","Mart.","tro-50261873","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Orobanche crenata","Orobanche","","crenata",NA,NA,"","","kew-2396758",TRUE,"1.1","Accepted","Orobanchaceae","Orobanche","","crenata","","","Forssk.","kew-2396758","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Orobanche gracilis","Orobanche","","gracilis",NA,NA,"","","kew-2395655",TRUE,"1.1","Accepted","Orobanchaceae","Orobanche","","gracilis","","","Sm.","kew-2395655","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Orobanche latisquama","Orobanche","","latisquama",NA,NA,"","","kew-2395858",TRUE,"1.1","Accepted","Orobanchaceae","Orobanche","","latisquama","","","(F.W.Schultz) Batt.","kew-2395858","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Mimulus luteus","Mimulus","","luteus",NA,NA,"","","kew-2506233",TRUE,"1.1","Accepted","Phrymaceae","Mimulus","","luteus","","","L.","kew-2506233","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Antirrhinum majus","Antirrhinum","","majus",NA,NA,"","","kew-2642724",TRUE,"1.1","Accepted","Plantaginaceae","Antirrhinum","","majus","","","L.","kew-2642724","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Antirrhinum meonanthum","Antirrhinum","","meonanthum",NA,NA,"","","kew-2642779",TRUE,"1.1","Accepted","Plantaginaceae","Antirrhinum","","meonanthum","","","Hoffmanns. & Link","kew-2642779","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Chaenorhinum villosum","Chaenorhinum","","villosum",NA,NA,"","","kew-2714047",TRUE,"1.1","Accepted","Plantaginaceae","Chaenorhinum","","villosum","","","(L.) Lange","kew-2714047","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cymbalaria muralis","Cymbalaria","","muralis",NA,NA,"","","kew-2750549",TRUE,"1.1","Accepted","Plantaginaceae","Cymbalaria","","muralis","","","P.Gaertn., B.Mey. & Scherb.","kew-2750549","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Linaria tristis","Linaria","","tristis",NA,NA,"","","kew-2499668",TRUE,"1.1","Accepted","Plantaginaceae","Linaria","","tristis","","","(L.) Mill.","kew-2499668","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Linaria nivea","Linaria","","nivea",NA,NA,"","","kew-2499389",TRUE,"1.1","Accepted","Plantaginaceae","Linaria","","nivea","","","Boiss. & Reut.","kew-2499389","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Linaria spartea","Linaria","","spartea",NA,NA,"","","kew-2499593",TRUE,"1.1","Accepted","Plantaginaceae","Linaria","","spartea","","","(L.) Willd.","kew-2499593","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Linaria viscosa","Linaria","","viscosa",NA,NA,"","","kew-2499675",TRUE,"1.1","Accepted","Plantaginaceae","Linaria","","viscosa","","","(L.) Dum.Cours.","kew-2499675","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Misopates orontium","Misopates","","orontium",NA,NA,"","","kew-2506761",TRUE,"1.1","Accepted","Plantaginaceae","Misopates","","orontium","","","(L.) Raf.","kew-2506761","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Rhodochiton atrosanguineum","Rhodochiton","","atrosanguineum",NA,NA,"","","kew-2527956",TRUE,"1.1","Accepted","Plantaginaceae","Rhodochiton","","atrosanguineum","","","(Zucc.) Rothm.","kew-2527956","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Veronica chamaedrys","Veronica","","chamaedrys",NA,NA,"","","kew-2453651",TRUE,"1.1","Accepted","Plantaginaceae","Veronica","","chamaedrys","","","L.","kew-2453651","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Buddleja davidii","Buddleja","","davidii",NA,NA,"","","kew-2685390",TRUE,"1.1","Accepted","Scrophulariaceae","Buddleja","","davidii","","","Franch.","kew-2685390","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Scrophularia auriculata","Scrophularia","","auriculata",NA,NA,"","","kew-2586267",TRUE,"1.1","Accepted","Scrophulariaceae","Scrophularia","","auriculata","","","L.","kew-2586267","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Scrophularia canina","Scrophularia","","canina",NA,NA,"","","kew-2585617",TRUE,"1.1","Accepted","Scrophulariaceae","Scrophularia","","canina","","","L.","kew-2585617","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Scrophularia sambucifolia","Scrophularia","","sambucifolia",NA,NA,"","","kew-2587400",TRUE,"1.1","Accepted","Scrophulariaceae","Scrophularia","","sambucifolia","","","L.","kew-2587400","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Verbascum giganteum","Verbascum","","giganteum",NA,NA,"","","kew-2455046",TRUE,"1.1","Synonym","Scrophulariaceae","Verbascum","","thapsus","subsp.","giganteum","(Willk.) Nyman","kew-2898512","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Verbascum sinuatum","Verbascum","","sinuatum",NA,NA,"","","kew-2453104",TRUE,"1.1","Accepted","Scrophulariaceae","Verbascum","","sinuatum","","","L.","kew-2453104","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lippia balansae","Lippia","","balansae",NA,NA,"","","kew-113353",TRUE,"1.1","Accepted","Verbenaceae","Lippia","","balansae","","","Briq.","kew-113353","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Petrea volubilis","Petrea","","volubilis",NA,NA,"","","kew-150919",TRUE,"1.1","Accepted","Verbenaceae","Petrea","","volubilis","","","L.","kew-150919","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Verbena officinalis","Verbena","","officinalis",NA,NA,"","","kew-212527",TRUE,"1.1","Accepted","Verbenaceae","Verbena","","officinalis","","","L.","kew-212527","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Kielmeyera petiolaris","Kielmeyera","","petiolaris",NA,NA,"","","tro-50302639",TRUE,"1.1","Accepted","Calophyllaceae","Kielmeyera","","petiolaris","","","Mart. & Zucc.","tro-50302639","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Kielmeyera regalis","Kielmeyera","","regalis",NA,NA,"","","kew-2333968",TRUE,"1.1","Unresolved","Calophyllaceae","Kielmeyera","","regalis","","","Saddi","kew-2333968","Unresolved",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cytinus hypocistis","Cytinus","","hypocistis",NA,NA,"","","kew-2754461",TRUE,"1.1","Accepted","Cytinaceae","Cytinus","","hypocistis","","","(L.) L.","kew-2754461","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Hypericum perforatum","Hypericum","","perforatum",NA,NA,"","","kew-2858676",TRUE,"1.1","Accepted","Hypericaceae","Hypericum","","perforatum","","","L.","kew-2858676","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Hypericum spruneri","Hypericum","","spruneri",NA,NA,"","","kew-2858965",TRUE,"1.1","Accepted","Hypericaceae","Hypericum","","spruneri","","","Boiss.","kew-2858965","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Hypericum undulatum","Hypericum","","undulatum",NA,NA,"","","kew-2859108",TRUE,"1.1","Accepted","Hypericaceae","Hypericum","","undulatum","","","Schousb. ex Willd.","kew-2859108","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Euphorbia exigua","Euphorbia","","exigua",NA,NA,"","","kew-79610",TRUE,"1.1","Accepted","Euphorbiaceae","Euphorbia","","exigua","","","L.","kew-79610","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Euphorbia helioscopia","Euphorbia","","helioscopia",NA,NA,"","","kew-80043",TRUE,"1.1","Accepted","Euphorbiaceae","Euphorbia","","helioscopia","","","L.","kew-80043","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Euphorbia peplus","Euphorbia","","peplus",NA,NA,"","","kew-81421",TRUE,"1.1","Accepted","Euphorbiaceae","Euphorbia","","peplus","","","L.","kew-81421","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Euphorbia segetalis","Euphorbia","","segetalis",NA,NA,"","","kew-82100",TRUE,"1.1","Accepted","Euphorbiaceae","Euphorbia","","segetalis","","","L.","kew-82100","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Euphorbia serrata","Euphorbia","","serrata",NA,NA,"","","kew-82170",TRUE,"1.1","Accepted","Euphorbiaceae","Euphorbia","","serrata","","","L.","kew-82170","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Linum bienne","Linum","","bienne",NA,NA,"","","kew-2348601",TRUE,"1.1","Accepted","Linaceae","Linum","","bienne","","","Mill.","kew-2348601","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Linum catharticum","Linum","","catharticum",NA,NA,"","","kew-2348507",TRUE,"1.1","Accepted","Linaceae","Linum","","catharticum","","","L.","kew-2348507","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Linum tenue","Linum","","tenue",NA,NA,"","","kew-2353482",TRUE,"1.1","Accepted","Linaceae","Linum","","tenue","","","Desf.","kew-2353482","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Linum trigynum","Linum","","trigynum",NA,NA,"","","kew-2353414",TRUE,"1.1","Accepted","Linaceae","Linum","","trigynum","","","L.","kew-2353414","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Linum usitatissimum","Linum","","usitatissimum",NA,NA,"","","kew-2353429",TRUE,"1.1","Accepted","Linaceae","Linum","","usitatissimum","","","L.","kew-2353429","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Banisteriopsis campestris","Banisteriopsis","","campestris",NA,NA,"","","kew-2668874",TRUE,"1.1","Accepted","Malpighiaceae","Banisteriopsis","","campestris","","","(A.Juss.) Little","kew-2668874","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Banisteriopsis stellaris","Banisteriopsis","","stellaris",NA,NA,"","","kew-2668975",TRUE,"1.1","Accepted","Malpighiaceae","Banisteriopsis","","stellaris","","","(Griseb.) B.Gates","kew-2668975","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Byrsonima basiloba","Byrsonima","","basiloba",NA,NA,"","","kew-2688108",TRUE,"1.1","Accepted","Malpighiaceae","Byrsonima","","basiloba","","","A.Juss.","kew-2688108","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Byrsonima intermedia","Byrsonima","","intermedia",NA,NA,"","","kew-2688253",TRUE,"1.1","Accepted","Malpighiaceae","Byrsonima","","intermedia","","","A.Juss.","kew-2688253","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Byrsonima dealbata","Byrsonima","","dealbata",NA,NA,"","","kew-2688198",TRUE,"1.1","Accepted","Malpighiaceae","Byrsonima","","dealbata","","","Griseb.","kew-2688198","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Luxemburgia ciliosa","Luxemburgia","","ciliosa",NA,NA,"","","tro-50219330",TRUE,"1.1","Accepted","Ochnaceae","Luxemburgia","","ciliosa","","","(Mart.) Planch.","tro-50219330","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Passiflora amethystina","Passiflora","","amethystina",NA,NA,"","","kew-2559945",TRUE,"1.1","Accepted","Passifloraceae","Passiflora","","amethystina","","","J.C.Mikan","kew-2559945","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Phyllanthus klotzschianus","Phyllanthus","","klotzschianus",NA,NA,"","","kew-154120",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","klotzschianus","","","Müll.Arg.","kew-154120","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Turnera hilaireana","Turnera","","hilaireana",NA,NA,"","","tro-33100070",TRUE,"1.1","Accepted","Passifloraceae","Turnera","","hilaireana","","","Urb.","tro-33100070","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Viola riviniana","Viola","","riviniana",NA,NA,"","","kew-2459647",TRUE,"1.1","Accepted","Violaceae","Viola","","riviniana","","","Rchb.","kew-2459647","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Viola tricolor","Viola","","tricolor",NA,NA,"","","kew-2461201",TRUE,"1.1","Accepted","Violaceae","Viola","","tricolor","","","L.","kew-2461201","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cistus albidus","Cistus","","albidus",NA,NA,"","","kew-2723264",TRUE,"1.1","Accepted","Cistaceae","Cistus","","albidus","","","L.","kew-2723264","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cistus atriplicifolius","Cistus","","atriplicifolius",NA,NA,"","","kew-2723284",TRUE,"1.1","Synonym","Cistaceae","Halimium","","atriplicifolium","","","(Lam.) Spach","kew-2838213","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cistus calycinus","Cistus","","calycinus",NA,NA,"","","kew-2723296",TRUE,"1.1","Synonym","Cistaceae","Fumana","","procumbens","","","(Dunal) Gren. & Godr.","kew-2815215","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cistus crispus","Cistus","","crispus",NA,NA,"","","kew-2723349",TRUE,"1.1","Accepted","Cistaceae","Cistus","","crispus","","","L.","kew-2723349","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cistus halimifolius","Cistus","","halimifolius",NA,NA,"","","kew-2723418",TRUE,"1.1","Synonym","Cistaceae","Halimium","","halimifolium","","","(L.) Willk.","kew-2838244","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cistus ladanifer","Cistus","","ladanifer",NA,NA,"","","kew-2723459",TRUE,"1.1","Accepted","Cistaceae","Cistus","","ladanifer","","","L.","kew-2723459","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cistus libanotis","Cistus","","libanotis",NA,NA,"","","kew-2723492",TRUE,"1.1","Accepted","Cistaceae","Cistus","","libanotis","","","L.","kew-2723492","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cistus monspeliensis","Cistus","","monspeliensis",NA,NA,"","","kew-2723524",TRUE,"1.1","Accepted","Cistaceae","Cistus","","monspeliensis","","","L.","kew-2723524","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cistus populifolius","Cistus","","populifolius",NA,NA,"","","kew-2723588",TRUE,"1.1","Accepted","Cistaceae","Cistus","","populifolius","","","L.","kew-2723588","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cistus salviifolius","Cistus","","salviifolius",NA,NA,"","","kew-2723633",TRUE,"1.1","Accepted","Cistaceae","Cistus","","salviifolius","","","L.","kew-2723633","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Fumana lacidulemiensis","Fumana","","lacidulemiensis",NA,NA,"","","kew-2815199",TRUE,"1.1","Accepted","Cistaceae","Fumana","","lacidulemiensis","","","Güemes","kew-2815199","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Helianthemum cinereum","Helianthemum","","cinereum",NA,NA,"","","kew-2842348",TRUE,"1.1","Accepted","Cistaceae","Helianthemum","","cinereum","","","(Cav.) Pers.","kew-2842348","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Tuberaria guttata","Tuberaria","","guttata",NA,NA,"","","kew-2430836",TRUE,"1.1","Accepted","Cistaceae","Tuberaria","","guttata","","","(L.) Fourr.","kew-2430836","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Tuberaria lignosa","Tuberaria","","lignosa",NA,NA,"","","kew-2431002",TRUE,"1.1","Accepted","Cistaceae","Tuberaria","","lignosa","","","(Sweet) Samp.","kew-2431002","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Brachychiton acerifolius","Brachychiton","","acerifolius",NA,NA,"","","kew-2681178",TRUE,"1.1","Accepted","Malvaceae","Brachychiton","","acerifolius","","","(A.Cunn. ex G.Don) F.Muell.","kew-2681178","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Brachychiton populneus","Brachychiton","","populneus",NA,NA,"","","kew-2681224",TRUE,"1.1","Accepted","Malvaceae","Brachychiton","","populneus","","","(Schott & Endl.) R.Br.","kew-2681224","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Malva maroccana","Malva","","maroccana",NA,NA,"","","kew-2904681",TRUE,"1.1","Unresolved","Malvaceae","Malva","","maroccana","","","(Batt. & Trab.) Verloove & Lambinon","kew-2904681","Unresolved",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Malva multiflora","Malva","","multiflora",NA,NA,"","","kew-2503507",TRUE,"1.1","Accepted","Malvaceae","Malva","","multiflora","","","(Cav.) Soldano, Banfi & Galasso","kew-2503507","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Malva nicaeensis","Malva","","nicaeensis",NA,NA,"","","kew-2503833",TRUE,"1.1","Accepted","Malvaceae","Malva","","nicaeensis","","","All.","kew-2503833","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Malva parviflora","Malva","","parviflora",NA,NA,"","","kew-2503517",TRUE,"1.1","Accepted","Malvaceae","Malva","","parviflora","","","L.","kew-2503517","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Malva sylvestris","Malva","","sylvestris",NA,NA,"","","kew-2504118",TRUE,"1.1","Accepted","Malvaceae","Malva","","sylvestris","","","L.","kew-2504118","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Malva trimestris","Malva","","trimestris",NA,NA,"","","kew-2504047",TRUE,"1.1","Synonym","Malvaceae","Lavatera","","trimestris","","","L.","kew-2494198","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Daphne gnidium","Daphne","","gnidium",NA,NA,"","","kew-2756985",TRUE,"1.1","Accepted","Thymelaeaceae","Daphne","","gnidium","","","L.","kew-2756985","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Daphne laureola","Daphne","","laureola",NA,NA,"","","kew-2757056",TRUE,"1.1","Accepted","Thymelaeaceae","Daphne","","laureola","","","L.","kew-2757056","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cuphea ericoides","Cuphea","","ericoides",NA,NA,"","","kew-2748026",TRUE,"1.1","Accepted","Lythraceae","Cuphea","","ericoides","","","Cham. & Schltdl.","kew-2748026","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cuphea linarioides","Cuphea","","linarioides",NA,NA,"","","kew-2748178",TRUE,"1.1","Accepted","Lythraceae","Cuphea","","linarioides","","","Cham. & Schltdl.","kew-2748178","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Diplusodon orbicularis","Diplusodon","","orbicularis",NA,NA,"","","kew-2771514",TRUE,"1.1","Accepted","Lythraceae","Diplusodon","","orbicularis","","","Koehne","kew-2771514","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lythrum salicaria","Lythrum","","salicaria",NA,NA,"","","kew-2354139",TRUE,"1.1","Accepted","Lythraceae","Lythrum","","salicaria","","","L.","kew-2354139","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lythrum junceum","Lythrum","","junceum",NA,NA,"","","kew-2354160",TRUE,"1.1","Accepted","Lythraceae","Lythrum","","junceum","","","Banks & Sol.","kew-2354160","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Punica granatum","Punica","","granatum",NA,NA,"","","kew-2536844",TRUE,"1.1","Accepted","Lythraceae","Punica","","granatum","","","L.","kew-2536844","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cambessedesia corymbosa","Cambessedesia","","corymbosa",NA,NA,"","","tro-20300438",TRUE,"1.1","Accepted","Melastomataceae","Cambessedesia","","corymbosa","","","Mart. & Schrank ex DC.","tro-20300438","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cambessedesia semidecandra","Cambessedesia","","semidecandra",NA,NA,"","","tro-50172621",TRUE,"1.1","Accepted","Melastomataceae","Cambessedesia","","semidecandra","","","A. St.-Hil. ex A.B. Martins","tro-50172621","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Chaetostoma armatum","Chaetostoma","","armatum",NA,NA,"","","tro-20300470",TRUE,"1.1","Accepted","Melastomataceae","Chaetostoma","","armatum","","","(Spreng.) Cogn.","tro-20300470","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lavoisiera confertiflora","Lavoisiera","","confertiflora",NA,NA,"","","tro-50308105",TRUE,"1.1","Accepted","Melastomataceae","Lavoisiera","","confertiflora","","","Naudin","tro-50308105","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lavoisiera imbricata","Lavoisiera","","imbricata",NA,NA,"","","tro-50152580",TRUE,"1.1","Accepted","Melastomataceae","Lavoisiera","","imbricata","","","DC.","tro-50152580","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
