"Taxon","Genus","Hybrid.marker","Species","Abbrev","Infraspecific.rank","Infraspecific","Authority","ID","Plant.Name.Index","TPL.version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific.rank","New.Infraspecific","New.Authority","New.ID","New.Taxonomic.status","Typo","WFormat","Higher.level","Date","Tax_res"
"Mantisalca duriaei","Mantisalca","","duriaei",NA,NA,"","","gcc-36215",TRUE,"1.1","Accepted","Compositae","Mantisalca","","duriaei","","","(Spach) Briq. & Cavill.","gcc-36215","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Mantisalca salmantica","Mantisalca","","salmantica",NA,NA,"","","gcc-39285",TRUE,"1.1","Accepted","Compositae","Mantisalca","","salmantica","","","(L.) Briq. & Cavill.","gcc-39285","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Notobasis syriaca","Notobasis","","syriaca",NA,NA,"","","gcc-120028",TRUE,"1.1","Accepted","Compositae","Notobasis","","syriaca","","","(L.) Cass.","gcc-120028","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Calendula arvensis","Calendula","","arvensis",NA,NA,"","","gcc-116422",TRUE,"1.1","Accepted","Compositae","Calendula","","arvensis","","","M.Bieb.","gcc-116422","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Calendula officinalis","Calendula","","officinalis",NA,NA,"","","gcc-107206",TRUE,"1.1","Accepted","Compositae","Calendula","","officinalis","","","L.","gcc-107206","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Andryala integrifolia","Andryala","","integrifolia",NA,NA,"","","gcc-143897",TRUE,"1.1","Accepted","Compositae","Andryala","","integrifolia","","","L.","gcc-143897","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cichorium intybus","Cichorium","","intybus",NA,NA,"","","gcc-37233",TRUE,"1.1","Accepted","Compositae","Cichorium","","intybus","","","L.","gcc-37233","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Crepis vesicaria","Crepis","","vesicaria",NA,NA,"","","gcc-14248",TRUE,"1.1","Accepted","Compositae","Crepis","","vesicaria","","","L.","gcc-14248","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Geropogon hybridus","Geropogon","","hybridus",NA,NA,"","","gcc-77575",TRUE,"1.1","Accepted","Compositae","Geropogon","","hybridus","","","(L.) Sch.Bip.","gcc-77575","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Hedypnois rhagadioloides","Hedypnois","","rhagadioloides",NA,NA,"","","gcc-93296",TRUE,"1.1","Accepted","Compositae","Hedypnois","","rhagadioloides","","","(L.) F.W.Schmidt","gcc-93296","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Helminthotheca echioides","Helminthotheca","","echioides",NA,NA,"","","gcc-8501",TRUE,"1.1","Accepted","Compositae","Helminthotheca","","echioides","","","(L.) Holub","gcc-8501","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Leontodon hispidus","Leontodon","","hispidus",NA,NA,"","","gcc-117551",TRUE,"1.1","Accepted","Compositae","Leontodon","","hispidus","","","L.","gcc-117551","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Leontodon saxatilis","Leontodon","","saxatilis",NA,NA,"","","gcc-142545",TRUE,"1.1","Accepted","Compositae","Leontodon","","saxatilis","","","Lam.","gcc-142545","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Reichardia gaditana","Reichardia","","gaditana",NA,NA,"","","gcc-107662",TRUE,"1.1","Accepted","Compositae","Reichardia","","gaditana","","","(Willk.) Samp.","gcc-107662","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Podospermum laciniatum","Podospermum","","laciniatum",NA,NA,"","","gcc-132237",TRUE,"1.1","Accepted","Compositae","Podospermum","","laciniatum","","","(L.) DC.","gcc-132237","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Reichardia intermedia","Reichardia","","intermedia",NA,NA,"","","gcc-113122",TRUE,"1.1","Accepted","Compositae","Reichardia","","intermedia","","","(Sch.Bip.) Samp.","gcc-113122","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Rhagadiolus edulis","Rhagadiolus","","edulis",NA,NA,"","","gcc-118872",TRUE,"1.1","Accepted","Compositae","Rhagadiolus","","edulis","","","Gaertn.","gcc-118872","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Sonchus oleraceus","Sonchus","","oleraceus",NA,NA,"","","gcc-26069",TRUE,"1.1","Accepted","Compositae","Sonchus","","oleraceus","","","(L.) L.","gcc-26069","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Sonchus radicatus","Sonchus","","radicatus",NA,NA,"","","gcc-92769",TRUE,"1.1","Accepted","Compositae","Sonchus","","radicatus","","","Aiton","gcc-92769","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Tolpis barbata","Tolpis","","barbata",NA,NA,"","","gcc-48118",TRUE,"1.1","Accepted","Compositae","Tolpis","","barbata","","","(L.) Gaertn.","gcc-48118","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Tragopogon porrifolius","Tragopogon","","porrifolius",NA,NA,"","","gcc-47967",TRUE,"1.1","Accepted","Compositae","Tragopogon","","porrifolius","","","L.","gcc-47967","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Urospermum picroides","Urospermum","","picroides",NA,NA,"","","gcc-123903",TRUE,"1.1","Accepted","Compositae","Urospermum","","picroides","","","(L.) Scop. ex F.W.Schmidt","gcc-123903","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Coreopsis maritima","Coreopsis","","maritima",NA,NA,"","","gcc-17888",TRUE,"1.1","Accepted","Compositae","Coreopsis","","maritima","","","(Nutt.) Hook.f.","gcc-17888","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cosmos sulphureus","Cosmos","","sulphureus",NA,NA,"","","gcc-129696",TRUE,"1.1","Accepted","Compositae","Cosmos","","sulphureus","","","Cav.","gcc-129696","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Bidens pilosa","Bidens","","pilosa",NA,NA,"","","gcc-77369",TRUE,"1.1","Accepted","Compositae","Bidens","","pilosa","","","L.","gcc-77369","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Acritopappus sp","Acritopappus","","sp",NA,NA,"","","",FALSE,"1.1","","","Acritopappus","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-30,"Genus"
"Mikania cipoensis","Mikania","","cipoensis",NA,NA,"","","gcc-98250",TRUE,"1.1","Accepted","Compositae","Mikania","","cipoensis","","","G.M.Barroso","gcc-98250","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Symphyopappus reticulatus","Symphyopappus","","reticulatus",NA,NA,"","","gcc-150123",TRUE,"1.1","Accepted","Compositae","Symphyopappus","","reticulatus","","","Baker","gcc-150123","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Symphyopappus cuneatus","Symphyopappus","","cuneatus",NA,NA,"","","gcc-3917",TRUE,"1.1","Accepted","Compositae","Symphyopappus","","cuneatus","","","(DC.) Sch.Bip. ex Baker","gcc-3917","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Richterago arenaria","Richterago","","arenaria",NA,NA,"","","gcc-77075",TRUE,"1.1","Accepted","Compositae","Richterago","","arenaria","","","(Baker) Roque","gcc-77075","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Helichrysum buddleioides","Helichrysum","","buddleioides",NA,NA,"","","gcc-141951",TRUE,"1.1","Accepted","Compositae","Helichrysum","","buddleioides","","","DC.","gcc-141951","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Xerochrysum bracteatum","Xerochrysum","","bracteatum",NA,NA,"","","gcc-122284",TRUE,"1.1","Accepted","Compositae","Xerochrysum","","bracteatum","","","(Vent.) Tzvelev","gcc-122284","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Phagnalon saxatile","Phagnalon","","saxatile",NA,NA,"","","gcc-27942",TRUE,"1.1","Accepted","Compositae","Phagnalon","","saxatile","","","(L.) Cass.","gcc-27942","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Aspilia jolyana","Aspilia","","jolyana",NA,NA,"","","gcc-84671",TRUE,"1.1","Accepted","Compositae","Aspilia","","jolyana","","","G.M.Barroso","gcc-84671","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Clibadium trianae","Clibadium","","trianae",NA,NA,"","","gcc-2526",TRUE,"1.1","Accepted","Compositae","Clibadium","","trianae","","","(Hieron.) S.F.Blake","gcc-2526","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lasthenia californica","Lasthenia","","californica",NA,NA,"","","gcc-49162",TRUE,"1.1","Accepted","Compositae","Lasthenia","","californica","","","DC. ex Lindl.","gcc-49162","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Rudbeckia hirta","Rudbeckia","","hirta",NA,NA,"","","gcc-126702",TRUE,"1.1","Accepted","Compositae","Rudbeckia","","hirta","","","L.","gcc-126702","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Viguiera dentata","Viguiera","","dentata",NA,NA,"","","gcc-112501",TRUE,"1.1","Accepted","Compositae","Viguiera","","dentata","","","(Cav.) Spreng.","gcc-112501","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Asteriscus aquaticus","Asteriscus","","aquaticus",NA,NA,"","","gcc-114054",TRUE,"1.1","Accepted","Compositae","Asteriscus","","aquaticus","","","(L.) Less.","gcc-114054","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Dittrichia viscosa","Dittrichia","","viscosa",NA,NA,"","","gcc-16305",TRUE,"1.1","Accepted","Compositae","Dittrichia","","viscosa","","","(L.) Greuter","gcc-16305","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Pallenis maritima","Pallenis","","maritima",NA,NA,"","","gcc-100276",TRUE,"1.1","Accepted","Compositae","Pallenis","","maritima","","","(L.) Greuter","gcc-100276","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Pallenis spinosa","Pallenis","","spinosa",NA,NA,"","","gcc-34594",TRUE,"1.1","Accepted","Compositae","Pallenis","","spinosa","","","(L.) Cass.","gcc-34594","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Pulicaria arabica","Pulicaria","","arabica",NA,NA,"","","gcc-83211",TRUE,"1.1","Accepted","Compositae","Pulicaria","","arabica","","","(L.) Cass.","gcc-83211","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Calea sp","Calea","","sp",NA,NA,"","","",FALSE,"1.1","","","Calea","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-30,"Genus"
"Jacobaea aquatica","Jacobaea","","aquatica",NA,NA,"","","gcc-139900",TRUE,"1.1","Accepted","Compositae","Jacobaea","","aquatica","","","(Hill) ""G.Gaertn., B.Mey. & Scherb.""","gcc-139900","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Pericallis cruenta","Pericallis","","cruenta",NA,NA,"","","gcc-9965",TRUE,"1.1","Accepted","Compositae","Pericallis","","cruenta","","","(L'Hér.) Bolle","gcc-9965","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Senecio gallicus","Senecio","","gallicus",NA,NA,"","","gcc-18319",TRUE,"1.1","Accepted","Compositae","Senecio","","gallicus","","","Vill.","gcc-18319","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lessingianthus psilophyllus","Lessingianthus","","psilophyllus",NA,NA,"","","gcc-99491",TRUE,"1.1","Accepted","Compositae","Lessingianthus","","psilophyllus","","","(DC.) H.Rob.","gcc-99491","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lychnophora humillima","Lychnophora","","humillima",NA,NA,"","","gcc-123450",TRUE,"1.1","Accepted","Compositae","Lychnophora","","humillima","","","Sch.Bip.","gcc-123450","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lychnophora rupestris","Lychnophora","","rupestris",NA,NA,"","","gcc-115301",TRUE,"1.1","Unresolved","Compositae","Lychnophora","","rupestris","","","Semir & Leitão","gcc-115301","Unresolved",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Vernonia sp","Vernonia","","sp",NA,NA,"","","",FALSE,"1.1","","","Vernonia","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-30,"Genus"
"Campanula collina","Campanula","","collina",NA,NA,"","","kew-364382",TRUE,"1.1","Accepted","Campanulaceae","Campanula","","collina","","","Sims","kew-364382","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Campanula isophylla","Campanula","","isophylla",NA,NA,"","","kew-364918",TRUE,"1.1","Accepted","Campanulaceae","Campanula","","isophylla","","","Moretti","kew-364918","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Campanula poscharskyana","Campanula","","poscharskyana",NA,NA,"","","kew-365629",TRUE,"1.1","Accepted","Campanulaceae","Campanula","","poscharskyana","","","Degen","kew-365629","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Campanula rotundifolia","Campanula","","rotundifolia",NA,NA,"","","kew-365918",TRUE,"1.1","Accepted","Campanulaceae","Campanula","","rotundifolia","","","L.","kew-365918","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Campanula erinus","Campanula","","erinus",NA,NA,"","","kew-364567",TRUE,"1.1","Accepted","Campanulaceae","Campanula","","erinus","","","L.","kew-364567","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Campanula rapunculus","Campanula","","rapunculus",NA,NA,"","","kew-365813",TRUE,"1.1","Accepted","Campanulaceae","Campanula","","rapunculus","","","L.","kew-365813","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Jasione montana","Jasione","","montana",NA,NA,"","","kew-351797",TRUE,"1.1","Accepted","Campanulaceae","Jasione","","montana","","","L.","kew-351797","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Anchusa azurea","Anchusa","","azurea",NA,NA,"","","kew-2636472",TRUE,"1.1","Accepted","Boraginaceae","Anchusa","","azurea","","","Mill.","kew-2636472","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Anchusa puechii","Anchusa","","puechii",NA,NA,"","","kew-2636643",TRUE,"1.1","Accepted","Boraginaceae","Anchusa","","puechii","","","Valdés","kew-2636643","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Borago officinalis","Borago","","officinalis",NA,NA,"","","kew-2679695",TRUE,"1.1","Accepted","Boraginaceae","Borago","","officinalis","","","L.","kew-2679695","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cynoglossum clandestinum","Cynoglossum","","clandestinum",NA,NA,"","","kew-2751910",TRUE,"1.1","Accepted","Boraginaceae","Cynoglossum","","clandestinum","","","Desf.","kew-2751910","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cynoglossum creticum","Cynoglossum","","creticum",NA,NA,"","","kew-2751925",TRUE,"1.1","Accepted","Boraginaceae","Cynoglossum","","creticum","","","Mill.","kew-2751925","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Echium albicans","Echium","","albicans",NA,NA,"","","kew-2783978",TRUE,"1.1","Accepted","Boraginaceae","Echium","","albicans","","","Lag. & Rodr.","kew-2783978","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Echium boissieri","Echium","","boissieri",NA,NA,"","","kew-2784017",TRUE,"1.1","Accepted","Boraginaceae","Echium","","boissieri","","","Steud.","kew-2784017","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Echium creticum","Echium","","creticum",NA,NA,"","","kew-2784058",TRUE,"1.1","Accepted","Boraginaceae","Echium","","creticum","","","L.","kew-2784058","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Echium vulgare","Echium","","vulgare",NA,NA,"","","kew-2784423",TRUE,"1.1","Accepted","Boraginaceae","Echium","","vulgare","","","L.","kew-2784423","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Echium plantagineum","Echium","","plantagineum",NA,NA,"","","kew-2784282",TRUE,"1.1","Accepted","Boraginaceae","Echium","","plantagineum","","","L.","kew-2784282","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Glandora prostrata","Glandora","","prostrata",NA,NA,"","","kew-2607209",TRUE,"1.1","Accepted","Boraginaceae","Glandora","","prostrata","","","(Loisel.) D.C.Thomas","kew-2607209","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Heliotropium europaeum","Heliotropium","","europaeum",NA,NA,"","","kew-2844004",TRUE,"1.1","Accepted","Boraginaceae","Heliotropium","","europaeum","","","L.","kew-2844004","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Huynhia pulchra","Huynhia","","pulchra",NA,NA,"","","kew-2855194",TRUE,"1.1","Unresolved","Boraginaceae","Huynhia","","pulchra","","","(Willd. ex Roem. & Schult.) Greuter & Burdet","kew-2855194","Unresolved",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lithospermum officinale","Lithospermum","","officinale",NA,NA,"","","kew-2343333",TRUE,"1.1","Accepted","Boraginaceae","Lithospermum","","officinale","","","L.","kew-2343333","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Moltkia petraea","Moltkia","","petraea",NA,NA,"","","kew-2357211",TRUE,"1.1","Accepted","Boraginaceae","Moltkia","","petraea","","","(Tratt.) Griseb.","kew-2357211","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Myosotis arvensis","Myosotis","","arvensis",NA,NA,"","","kew-2357149",TRUE,"1.1","Accepted","Boraginaceae","Myosotis","","arvensis","","","(L.) Hill","kew-2357149","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Nonea vesicaria","Nonea","","vesicaria",NA,NA,"","","kew-2380069",TRUE,"1.1","Accepted","Boraginaceae","Nonea","","vesicaria","","","(L.) Rchb.","kew-2380069","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Arabis caucasica","Arabis","","caucasica",NA,NA,"","","kew-2645447",TRUE,"1.1","Accepted","Brassicaceae","Arabis","","caucasica","","","Willd.","kew-2645447","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Arabis verna","Arabis","","verna",NA,NA,"","","kew-2646346",TRUE,"1.1","Accepted","Brassicaceae","Arabis","","verna","","","(L.) R.Br.","kew-2646346","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Aubrieta deltoidea","Aubrieta","","deltoidea",NA,NA,"","","kew-2666134",TRUE,"1.1","Accepted","Brassicaceae","Aubrieta","","deltoidea","","","(L.) DC.","kew-2666134","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Biscutella auriculata","Biscutella","","auriculata",NA,NA,"","","kew-2676297",TRUE,"1.1","Accepted","Brassicaceae","Biscutella","","auriculata","","","L.","kew-2676297","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Biscutella variegata","Biscutella","","variegata",NA,NA,"","","kew-2676694",TRUE,"1.1","Accepted","Brassicaceae","Biscutella","","variegata","","","Boiss. & Reut.","kew-2676694","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Brassica nigra","Brassica","","nigra",NA,NA,"","","kew-2682421",TRUE,"1.1","Accepted","Brassicaceae","Brassica","","nigra","","","(L.) K.Koch","kew-2682421","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Capsella bursa-pastoris","Capsella","","bursa-pastoris",NA,NA,"","","kew-2697999",TRUE,"1.1","Accepted","Brassicaceae","Capsella","","bursa-pastoris","","","(L.) Medik.","kew-2697999","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cardamine flexuosa","Cardamine","","flexuosa",NA,NA,"","","kew-2699731",TRUE,"1.1","Accepted","Brassicaceae","Cardamine","","flexuosa","","","With.","kew-2699731","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cardamine pratensis","Cardamine","","pratensis",NA,NA,"","","kew-2700274",TRUE,"1.1","Accepted","Brassicaceae","Cardamine","","pratensis","","","L.","kew-2700274","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cochlearia anglica","Cochlearia","","anglica",NA,NA,"","","kew-2729805",TRUE,"1.1","Accepted","Brassicaceae","Cochlearia","","anglica","","","L.","kew-2729805","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cakile maritima","Cakile","","maritima",NA,NA,"","","kew-2690424",TRUE,"1.1","Accepted","Brassicaceae","Cakile","","maritima","","","Scop.","kew-2690424","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Crambe filiformis","Crambe","","filiformis",NA,NA,"","","kew-2741262",TRUE,"1.1","Accepted","Brassicaceae","Crambe","","filiformis","","","Jacq.","kew-2741262","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Diplotaxis erucoides","Diplotaxis","","erucoides",NA,NA,"","","kew-2771262",TRUE,"1.1","Accepted","Brassicaceae","Diplotaxis","","erucoides","","","(L.) DC.","kew-2771262","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Diplotaxis virgata","Diplotaxis","","virgata",NA,NA,"","","kew-2771367",TRUE,"1.1","Accepted","Brassicaceae","Diplotaxis","","virgata","","","(Cav.) DC.","kew-2771367","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Erophila verna","Erophila","","verna",NA,NA,"","","kew-2798608",TRUE,"1.1","Accepted","Brassicaceae","Erophila","","verna","","","(L.) DC.","kew-2798608","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Eruca sativa","Eruca","","sativa",NA,NA,"","","kew-2798746",TRUE,"1.1","Synonym","Brassicaceae","Eruca","","vesicaria","","","(L.) Cav.","kew-2798757","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Erysimum cheiri","Erysimum","","cheiri",NA,NA,"","","tro-4101296",TRUE,"1.1","Unresolved","Brassicaceae","Erysimum","","cheiri","","","(L.) Crantz","tro-4101296","Unresolved",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Hirschfeldia incana","Hirschfeldia","","incana",NA,NA,"","","kew-2852013",TRUE,"1.1","Accepted","Brassicaceae","Hirschfeldia","","incana","","","(L.) Lagr.-Foss.","kew-2852013","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Isatis platyloba","Isatis","","platyloba",NA,NA,"","","kew-2867017",TRUE,"1.1","Accepted","Brassicaceae","Isatis","","platyloba","","","Link ex Steud.","kew-2867017","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Malcolmia littorea","Malcolmia","","littorea",NA,NA,"","","kew-2357880",TRUE,"1.1","Accepted","Brassicaceae","Malcolmia","","littorea","","","(L.) R.Br.","kew-2357880","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Matthiola fruticulosa","Matthiola","","fruticulosa",NA,NA,"","","kew-2359169",TRUE,"1.1","Accepted","Brassicaceae","Matthiola","","fruticulosa","","","(L.) Maire","kew-2359169","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Moricandia arvensis","Moricandia","","arvensis",NA,NA,"","","kew-2360753",TRUE,"1.1","Accepted","Brassicaceae","Moricandia","","arvensis","","","(L.) DC.","kew-2360753","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Moricandia moricandioides","Moricandia","","moricandioides",NA,NA,"","","kew-2360800",TRUE,"1.1","Accepted","Brassicaceae","Moricandia","","moricandioides","","","(Boiss.) Heywood","kew-2360800","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Raphanus raphanistrum","Raphanus","","raphanistrum",NA,NA,"","","kew-2422367",TRUE,"1.1","Accepted","Brassicaceae","Raphanus","","raphanistrum","","","L.","kew-2422367","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Sinapis alba","Sinapis","","alba",NA,NA,"","","kew-2476404",TRUE,"1.1","Accepted","Brassicaceae","Sinapis","","alba","","","L.","kew-2476404","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Sinapis arvensis","Sinapis","","arvensis",NA,NA,"","","kew-2476411",TRUE,"1.1","Accepted","Brassicaceae","Sinapis","","arvensis","","","L.","kew-2476411","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Sisymbrium austriacum","Sisymbrium","","austriacum",NA,NA,"","","kew-2476144",TRUE,"1.1","Accepted","Brassicaceae","Sisymbrium","","austriacum","","","Jacq.","kew-2476144","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Capparis spinosa","Capparis","","spinosa",NA,NA,"","","gcc-128727",TRUE,"1.1","Accepted","Capparaceae","Capparis","","spinosa","","","L.","gcc-128727","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Limnanthes douglasii","Limnanthes","","douglasii",NA,NA,"","","tro-18500005",TRUE,"1.1","Accepted","Limnanthaceae","Limnanthes","","douglasii","","","R. Br.","tro-18500005","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Reseda lutea","Reseda","","lutea",NA,NA,"","","kew-2526012",TRUE,"1.1","Accepted","Resedaceae","Reseda","","lutea","","","L.","kew-2526012","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Reseda luteola","Reseda","","luteola",NA,NA,"","","kew-2526079",TRUE,"1.1","Accepted","Resedaceae","Reseda","","luteola","","","L.","kew-2526079","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Reseda media","Reseda","","media",NA,NA,"","","kew-2526067",TRUE,"1.1","Accepted","Resedaceae","Reseda","","media","","","Lag.","kew-2526067","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Tropaeolum majus","Tropaeolum","","majus",NA,NA,"","","kew-2522052",TRUE,"1.1","Accepted","Tropaeolaceae","Tropaeolum","","majus","","","L.","kew-2522052","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Arenaria hispanica","Arenaria","","hispanica",NA,NA,"","","kew-2649533",TRUE,"1.1","Accepted","Caryophyllaceae","Arenaria","","hispanica","","","Spreng.","kew-2649533","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cerastium fontanum","Cerastium","","fontanum",NA,NA,"","","kew-2710319",TRUE,"1.1","Accepted","Caryophyllaceae","Cerastium","","fontanum","","","Baumg.","kew-2710319","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cerastium glomeratum","Cerastium","","glomeratum",NA,NA,"","","kew-2710370",TRUE,"1.1","Accepted","Caryophyllaceae","Cerastium","","glomeratum","","","Thuill.","kew-2710370","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Honckenya peploides","Honckenya","","peploides",NA,NA,"","","kew-2853020",TRUE,"1.1","Accepted","Caryophyllaceae","Honckenya","","peploides","","","(L.) Ehrh.","kew-2853020","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Moehringia trinervia","Moehringia","","trinervia",NA,NA,"","","kew-2369298",TRUE,"1.1","Accepted","Caryophyllaceae","Moehringia","","trinervia","","","(L.) Clairv.","kew-2369298","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Paronychia argentea","Paronychia","","argentea",NA,NA,"","","kew-2533075",TRUE,"1.1","Accepted","Caryophyllaceae","Paronychia","","argentea","","","Lam.","kew-2533075","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
