"","SORTER","Submitted_Name","Submitted_Author","Submitted_Genus","Submitted_Rank","Name_in_database","Author_in_database","Genus_in_database","Rank_in_database","ID_in_database","Name_set","Fuzzy","Score","name.dist","author.dist","New_name","New_author","New_ID","Family","Name_spLev","Accepted_SPNAME","NOTE"
"845",1,"Nymphaea nouchali","","Nymphaea",2,"Nymphaea nouchali","Burm.fil.","Nymphaea",2,15869,1,FALSE,0.8,0,NA,NA,NA,NA,"Nymphaeaceae",NA,"Nymphaea nouchali",NA
"844",2,"Nuphar lutea","","Nuphar",2,"Nuphar lutea","(L.) Sibth. &  Sm.","Nuphar",2,15811,1,FALSE,0.8,0,NA,NA,NA,NA,"Nymphaeaceae",NA,"Nuphar lutea",NA
"1325",3,"Victoria amazonica","","Victoria",2,"Victoria amazonica","(Poepp.) Sowerby","Victoria",2,15910,1,FALSE,0.8,0,NA,NA,NA,NA,"Nymphaeaceae",NA,"Victoria amazonica",NA
"258",4,"Chimonanthus praecox","","Chimonanthus",2,"Chimonanthus praecox","(L.) Link","Chimonanthus",2,20866,1,FALSE,0.8,0,NA,NA,NA,NA,"Calycanthaceae",NA,"Chimonanthus praecox",NA
"174",5,"Calycanthus floridus","","Calycanthus",2,"Calycanthus floridus","L.","Calycanthus",2,20858,1,FALSE,0.8,0,NA,NA,NA,NA,"Calycanthaceae",NA,"Calycanthus floridus",NA
"175",6,"Calycanthus occidentalis","","Calycanthus",2,"Calycanthus occidentalis","Hook. &  Arn.","Calycanthus",2,20860,1,FALSE,0.8,0,NA,NA,NA,NA,"Calycanthaceae",NA,"Calycanthus occidentalis",NA
"665",7,"Laurus nobilis","","Laurus",2,"Laurus nobilis","L.","Laurus",2,24001,1,FALSE,0.8,0,NA,NA,NA,NA,"Lauraceae",NA,"Laurus nobilis",NA
"1290",8,"Umbellularia californica","","Umbellularia",2,"Umbellularia californica","(Hook. &  Arn.) Nutt.","Umbellularia",2,23284,1,FALSE,0.8,0,NA,NA,NA,NA,"Lauraceae",NA,"Umbellularia californica",NA
"88",9,"Aristolochia baetica","","Aristolochia",2,"Aristolochia baetica","L.","Aristolochia",2,20364,1,FALSE,0.8,0,NA,NA,NA,NA,"Aristolochiaceae",NA,"Aristolochia baetica",NA
"637",10,"Isotrema californicum","","Isotrema",2,"Isotrema californicum","(Torr.) H.Huber","Isotrema",2,20321,1,FALSE,0.8,0,NA,NA,NA,NA,"Aristolochiaceae",NA,"Isotrema californicum",NA
"89",11,"Aristolochia paucinervis","","Aristolochia",2,"Aristolochia paucinervis","Pomel","Aristolochia",2,20687,1,FALSE,0.8,0,NA,NA,NA,NA,"Aristolochiaceae",NA,"Aristolochia paucinervis",NA
"94",12,"Asarum caudatum","","Asarum",2,"Asarum caudatum","Lindl.","Asarum",2,20128,1,FALSE,0.8,0,NA,NA,NA,NA,"Aristolochiaceae",NA,"Asarum caudatum",NA
"63",13,"Anemopsis californica","","Anemopsis",2,"Anemopsis californica","(Nutt.) Hook. &  Arn.","Anemopsis",2,16245,1,FALSE,0.8,0,NA,NA,NA,NA,"Saururaceae",NA,"Anemopsis californica",NA
"406",14,"Duguetia furfuracea","","Duguetia",2,"Duguetia furfuracea","(A.St.-Hil.) Saff.","Duguetia",2,26304,1,FALSE,0.8,0,NA,NA,NA,NA,"Annonaceae",NA,"Duguetia furfuracea",NA
"1347",15,"Xylopia aromatica","","Xylopia",2,"Xylopia aromatica","(Lam.) Mart.","Xylopia",2,26116,1,FALSE,0.8,0,NA,NA,NA,NA,"Annonaceae",NA,"Xylopia aromatica",NA
"707",16,"Liriodendron tulipifera","","Liriodendron",2,"Liriodendron tulipifera","L.","Liriodendron",2,25835,1,FALSE,0.8,0,NA,NA,NA,NA,"Magnoliaceae",NA,"Liriodendron tulipifera",NA
"756",17,"Magnolia biondii","","Magnolia",2,"Magnolia biondii","Pamp.","Magnolia",2,25457,1,FALSE,0.8,0,NA,NA,NA,NA,"Magnoliaceae",NA,"Magnolia biondii",NA
"757",18,"Magnolia sprengeri","","Magnolia",2,"Magnolia sprengeri","Pamp.","Magnolia",2,25775,1,FALSE,0.8,0,NA,NA,NA,NA,"Magnoliaceae",NA,"Magnolia sprengeri",NA
"28",19,"Alisma lanceolatum","","Alisma",2,"Alisma lanceolatum","With.","Alisma",2,32823,1,FALSE,0.8,0,NA,NA,NA,NA,"Alismataceae",NA,"Alisma lanceolatum",NA
"87",20,"Arisarum simorrhinum","","Arisarum",2,"Arisarum simorrhinum"," Durieu","Arisarum",2,32142,1,FALSE,0.8,0,NA,NA,NA,NA,"Araceae",NA,"Arisarum simorrhinum",NA
"92",21,"Arum italicum","","Arum",2,"Arum italicum"," Mill.","Arum",2,32748,1,FALSE,0.8,0,NA,NA,NA,NA,"Araceae",NA,"Arum italicum",NA
"93",22,"Arum maculatum","","Arum",2,"Arum maculatum","L.","Arum",2,32756,1,FALSE,0.8,0,NA,NA,NA,NA,"Araceae",NA,"Arum maculatum",NA
"132",23,"Biarum arundanum","","Biarum",2,"Biarum arundanum","Boiss. &  Reut.","Biarum",2,32698,1,FALSE,0.8,0,NA,NA,NA,NA,"Araceae",NA,"Biarum arundanum",NA
"161",24,"Butomus umbellatus","","Butomus",2,"Butomus umbellatus","L.","Butomus",2,32957,1,FALSE,0.8,0,NA,NA,NA,NA,"Butomaceae",NA,"Butomus umbellatus",NA
"14",25,"Acis autumnalis","","Acis",2,"Acis autumnalis","(L.) Herb.","Acis",2,78835,1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Acis autumnalis",NA
"31",26,"Allium ampeloprasum","","Allium",2,"Allium ampeloprasum"," L.","Allium",2,77055,1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Allium ampeloprasum",NA
"32",27,"Allium falcifolium","","Allium",2,"Allium falcifolium","Hook. &  Arn.","Allium",2,77357,1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Allium falcifolium",NA
"33",28,"Allium membranaceum","","Allium",2,"Allium membranaceum","Munz & D.D.Keck ex Ownbey","Allium",2,77658,1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Allium membranaceum",NA
"34",29,"Allium neapolitanum","","Allium",2,"Allium neapolitanum","Cirillo","Allium",2,77697,1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Allium neapolitanum",NA
"36",30,"Allium roseum","","Allium",2,"Allium roseum"," L.","Allium",2,77872,1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Allium roseum",NA
"37",31,"Allium subvillosum","","Allium",2,"Allium subvillosum","Salzm. ex Schult. &  Schult.fil.","Allium",2,78014,1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Allium subvillosum",NA
"39",32,"Allium triquetrum","","Allium",2,"Allium triquetrum","L.","Allium",2,78073,1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Allium triquetrum",NA
"42",33,"Allium unifolium","","Allium",2,"Allium unifolium","Kellogg","Allium",2,78095,1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Allium unifolium",NA
"44",34,"Allium ursinum","","Allium",2,"Allium ursinum"," L.","Allium",2,78097,1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Allium ursinum",NA
"532",35,"Galanthus nivalis","","Galanthus",2,"Galanthus nivalis","L.","Galanthus",2,78862,1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Galanthus nivalis",NA
"823",36,"Narcissus assoanus","","Narcissus",2,"Narcissus assoanus"," Dufour ex Schult. &  Schult.fil.","Narcissus",2,78926,1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Narcissus assoanus",NA
"824",37,"Narcissus cuatrecasasii","","Narcissus",2,"Narcissus cuatrecasasii","Casas, Laínz & Ruiz Rejón","Narcissus",2,78960,1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Narcissus cuatrecasasii",NA
"825",38,"Narcissus obsoletus","","Narcissus",2,"Narcissus obsoletus","(Haw.) Spach","Narcissus",2,79003,1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Narcissus obsoletus",NA
"829",39,"Narcissus serotinus","","Narcissus",2,"Narcissus serotinus","L.","Narcissus",2,79025,1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Narcissus serotinus",NA
"826",40,"Narcissus papyraceus","","Narcissus",2,"Narcissus papyraceus","Ker Gawl.","Narcissus",2,79005,1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Narcissus papyraceus",NA
"827",41,"Narcissus X perezlarae","","Narcissus",2,"Narcissus X perezlarae","Font Quer","Narcissus",2,79109,1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Narcissus X perezlarae",NA
"834",42,"Nerine bowdenii","","Nerine",2,"Nerine bowdenii","W.Watson","Nerine",2,78558,1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Nerine bowdenii",NA
"1281",43,"Tulbaghia violacea","","Tulbaghia",2,"Tulbaghia violacea"," Harv.","Tulbaghia",2,78182,1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Tulbaghia violacea",NA
"842",44,"Nothoscordum gracile","","Nothoscordum",2,"Nothoscordum gracile","(Dryand. ex Aiton) Stearn","Nothoscordum",2,78241,1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Nothoscordum gracile",NA
"140",45,"Bloomeria crocea","","Bloomeria",2,"Bloomeria crocea","(Torr.) Coville","Bloomeria",2,82062,1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Bloomeria crocea",NA
"149",46,"Brodiaea californica","","Brodiaea",2,"Brodiaea californica"," Lindl. ex Lem.","Brodiaea",2,82102,1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Brodiaea californica",NA
"1361",47,"Brodiaea elegans elegans","","Brodiaea",2,"Brodiaea elegans ssp. elegans",NA,"Brodiaea",3,82109,1,FALSE,0.55,5,NA,NA,NA,NA,"Asparagaceae",NA,"Brodiaea elegans",NA
"151",48,"Brodiaea kinkiensis","","Brodiaea",2,"Brodiaea kinkiensis","Niehaus","Brodiaea",2,82114,1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Brodiaea kinkiensis",NA
"152",49,"Brodiaea orcuttii","","Brodiaea",2,"Brodiaea orcuttii","(Greene) Baker","Brodiaea",2,82117,1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Brodiaea orcuttii",NA
"153",50,"Brodiaea pallida","","Brodiaea",2,"Brodiaea pallida","Hoover","Brodiaea",2,82118,1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Brodiaea pallida",NA
"259",51,"Chlorogalum pomeridianum","","Chlorogalum",2,"Chlorogalum pomeridianum"," (DC.) Kunth","Chlorogalum",2,81574,1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Chlorogalum pomeridianum",NA
"378",52,"Dichelostemma capitatum","","Dichelostemma",2,"Dichelostemma capitatum"," (Bentham) Alph.Wood","Dichelostemma",2,82092,1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Dichelostemma capitatum",NA
"379",53,"Dichelostemma ida-maia","","Dichelostemma",2,"Dichelostemma ida-maia","(Wood) Greene","Dichelostemma",2,82097,1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Dichelostemma ida-maia",NA
"380",54,"Dichelostemma volubile","","Dichelostemma",2,"Dichelostemma volubile","(Kellogg) A.Heller","Dichelostemma",2,82099,1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Dichelostemma volubile",NA
"383",55,"Dipcadi serotinum","","Dipcadi",2,"Dipcadi serotinum","(L.) Medicus","Dipcadi",2,82190,1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Dipcadi serotinum",NA
"600",56,"Hesperoyucca whipplei","","Hesperoyucca",2,"Hesperoyucca whipplei","(Torr.) Trel.","Hesperoyucca",2,81605,1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Hesperoyucca whipplei",NA
"617",57,"Hyacinthoides hispanica","","Hyacinthoides",2,"Hyacinthoides hispanica","(Mill.) Rothm.","Hyacinthoides",2,83167,1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Hyacinthoides hispanica",NA
"619",58,"Hyacinthoides non-scripta","","Hyacinthoides",2,"Hyacinthoides non-scripta","(L.) Chouard ex Rothm.","Hyacinthoides",2,83171,1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Hyacinthoides non-scripta",NA
"679",59,"Leopoldia comosa","","Leopoldia",2,"Leopoldia comosa","(L.) Parl.","Leopoldia",2,83176,1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Leopoldia comosa",NA
"758",60,"Maianthemum racemosum","","Maianthemum",2,"Maianthemum racemosum"," (L.) Link","Maianthemum",2,80318,1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Maianthemum racemosum",NA
"759",61,"Maianthemum stellatum","","Maianthemum",2,"Maianthemum stellatum","(Linnaeus) Link","Maianthemum",2,80324,1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Maianthemum stellatum",NA
"815",62,"Muscari neglectum","","Muscari",2,"Muscari neglectum","Guss. ex Ten.","Muscari",2,83276,1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Muscari neglectum",NA
"878",63,"Ornithogalum baeticum","","Ornithogalum",2,"Ornithogalum baeticum","Boiss.","Ornithogalum",2,82527,1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Ornithogalum baeticum",NA
"881",64,"Ornithogalum umbellatum","","Ornithogalum",2,"Ornithogalum umbellatum","L.","Ornithogalum",2,82624,1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Ornithogalum umbellatum",NA
"880",65,"Ornithogalum narbonense","","Ornithogalum",2,"Ornithogalum narbonense","L.","Ornithogalum",2,564148,1,FALSE,0.8,0,NA,"Loncomelos narbonensis","(L.) Raf.",82493,"Asparagaceae",NA,"Loncomelos narbonensis","Multiple results"
"989",66,"Prospero autumnale","","Prospero",2,"Prospero autumnale"," (L.) Salisb.","Prospero",2,83197,1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Prospero autumnale",NA
"1107",67,"Scilla bifolia","","Scilla",2,"Scilla bifolia","L.","Scilla",2,83383,1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Scilla bifolia",NA
"1108",68,"Scilla cretica","","Scilla",2,"Scilla cretica","(Boiss. & Heldr.) Speta","Scilla",2,566181,1,FALSE,0.8,0,NA,"Scilla nana ssp. nana",NA,83417,"Asparagaceae",NA,"Scilla nana",NA
"1109",69,"Scilla peruviana","","Scilla",2,"Scilla peruviana","L.","Scilla",2,564083,1,FALSE,0.8,0,NA,"Melomphis peruviana","(L.) Raf.",82483,"Asparagaceae",NA,"Melomphis peruviana",NA
"1274",70,"Triteleia ixioides","","Triteleia",2,"Triteleia ixioides"," (Aiton fil.) Greene","Triteleia",2,82077,1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Triteleia ixioides",NA
"1275",71,"Triteleia laxa","","Triteleia",2,"Triteleia laxa","Benth.","Triteleia",2,82083,1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Triteleia laxa",NA
"330",72,"Crocus laevigatus","","Crocus",2,"Crocus laevigatus","Bory & Chaub.","Crocus",2,73287,1,FALSE,0.8,0,NA,NA,NA,NA,"Iridaceae",NA,"Crocus laevigatus",NA
"331",73,"Crocus vernus","","Crocus",2,"Crocus vernus","(L.) Hill","Crocus",2,73392,1,FALSE,0.8,0,NA,NA,NA,NA,"Iridaceae",NA,"Crocus vernus",NA
"564",74,"Gladiolus communis","","Gladiolus",2,"Gladiolus communis","L.","Gladiolus",2,72556,1,FALSE,0.8,0,NA,NA,NA,NA,"Iridaceae",NA,"Gladiolus communis",NA
"565",75,"Gladiolus italicus","","Gladiolus",2,"Gladiolus italicus","Mill.","Gladiolus",2,72628,1,FALSE,0.8,0,NA,NA,NA,NA,"Iridaceae",NA,"Gladiolus italicus",NA
"628",76,"Iris douglasiana","","Iris",2,"Iris douglasiana","Torr.","Iris",2,547167,1,FALSE,0.8,0,NA,"Limniris macrosiphon","(Torr.) Rodion.",74114,"Iridaceae",NA,"Limniris macrosiphon","Multiple results"
"629",77,"Iris fernaldii","","Iris",2,"Iris fernaldii","R. C. Foster","Iris",2,547128,1,FALSE,0.8,0,NA,"Limniris fernaldii","(R.C.Foster) Rodion.",74101,"Iridaceae",NA,"Limniris fernaldii",NA
"631",78,"Iris innominata","","Iris",2,"Iris innominata","L. F. Hend.","Iris",2,547153,1,FALSE,0.8,0,NA,"Limniris innominata","(L.F.Hend.) Rodion.",74111,"Iridaceae",NA,"Limniris innominata",NA
"630",79,"Iris foetidissima","","Iris",2,"Iris foetidissima","L.","Iris",2,546768,1,FALSE,0.8,0,NA,"Chamaeiris foetidissima","(L.) Medik.",74015,"Iridaceae",NA,"Chamaeiris foetidissima",NA
"632",80,"Iris planifolia","","Iris",2,"Iris planifolia","(Mill.) Fiori & Paol.","Iris",2,547879,1,FALSE,0.8,0,NA,"Juno planifolia","(Mill.) Asch.",74358,"Iridaceae",NA,"Juno planifolia",NA
"633",81,"Iris pseudacorus","","Iris",2,"Iris pseudacorus","L.","Iris",2,547191,1,FALSE,0.8,0,NA,"Limniris pseudacorus","(L.) Fuss",74119,"Iridaceae",NA,"Limniris pseudacorus",NA
"634",82,"Iris tenax","","Iris",2,"Iris tenax","Douglas","Iris",2,547285,1,FALSE,0.8,0,NA,"Limniris tenax ssp. tenax",NA,74130,"Iridaceae",NA,"Limniris tenax",NA
"812",83,"Moraea sisyrinchium","","Moraea",2,"Moraea sisyrinchium","Ker Gawl.","Moraea",2,74639,1,FALSE,0.8,0,NA,NA,NA,NA,"Iridaceae",NA,"Moraea sisyrinchium",NA
"1050",84,"Romulea bulbocodium","","Romulea",2,"Romulea bulbocodium"," (L.) Sebast. &  Mauri","Romulea",2,73004,1,FALSE,0.8,0,NA,NA,NA,NA,"Iridaceae",NA,"Romulea bulbocodium",NA
"1174",85,"Sisyrinchium bellum","","Sisyrinchium",2,"Sisyrinchium bellum","S.Watson","Sisyrinchium",2,74772,1,FALSE,0.8,0,NA,NA,NA,NA,"Iridaceae",NA,"Sisyrinchium bellum",NA
"1175",86,"Sisyrinchium californicum","","Sisyrinchium",2,"Sisyrinchium californicum","(Ker Gawl.) Aiton fil.","Sisyrinchium",2,74788,1,FALSE,0.8,0,NA,NA,NA,NA,"Iridaceae",NA,"Sisyrinchium californicum",NA
"1176",87,"Sisyrinchium vaginatum","","Sisyrinchium",2,"Sisyrinchium vaginatum"," Spreng.","Sisyrinchium",2,74967,1,FALSE,0.8,0,NA,NA,NA,NA,"Iridaceae",NA,"Sisyrinchium vaginatum",NA
"1272",88,"Trimezia truncata","","Trimezia",2,"Trimezia truncata","Ravenna","Trimezia",2,549034,1,FALSE,0.8,0,NA,"Pseudotrimezia truncata","(Ravenna) Lovo & A.Gil",75006,"Iridaceae",NA,"Pseudotrimezia truncata",NA
"49",89,"Anacamptis pyramidalis","","Anacamptis",2,"Anacamptis pyramidalis","(L.) Rich.","Anacamptis",2,42347,1,FALSE,0.8,0,NA,NA,NA,NA,"Orchidaceae",NA,"Anacamptis pyramidalis",NA
"241",90,"Cephalanthera longifolia","","Cephalanthera",2,"Cephalanthera longifolia","(L.) Fritsch","Cephalanthera",2,46953,1,FALSE,0.8,0,NA,NA,NA,NA,"Orchidaceae",NA,"Cephalanthera longifolia",NA
"358",91,"Dactylorhiza fuchsii","","Dactylorhiza",2,"Dactylorhiza fuchsii"," (Druce) Soó","Dactylorhiza",2,42782,1,FALSE,0.8,0,NA,NA,NA,NA,"Orchidaceae",NA,"Dactylorhiza fuchsii",NA
"433",92,"Epipactis gigantea","","Epipactis",2,"Epipactis gigantea","Douglas ex Hook.","Epipactis",2,46784,1,FALSE,0.8,0,NA,NA,NA,NA,"Orchidaceae",NA,"Epipactis gigantea",NA
"571",93,"Gomesa hydrophila","","Gomesa",2,"Gomesa hydrophila","(Barb.Rodr.) M.W.Chase & N.H.Williams","Gomesa",2,60106,1,FALSE,0.8,0,NA,NA,NA,NA,"Orchidaceae",NA,"Gomesa hydrophila",NA
"605",94,"Himantoglossum robertianum","","Himantoglossum",2,"Himantoglossum robertianum","(Loisel.) P.Delforge","Himantoglossum",2,41102,1,FALSE,0.8,0,NA,NA,NA,NA,"Orchidaceae",NA,"Himantoglossum robertianum",NA
"653",95,"Koellensteinia tricolor","","Koellensteinia",2,"Koellensteinia tricolor","(Lindl.) Rchb.fil.","Koellensteinia",2,60901,1,FALSE,0.8,0,NA,NA,NA,NA,"Orchidaceae",NA,"Koellensteinia tricolor",NA
"868",96,"Ophrys fusca","","Ophrys",2,"Ophrys fusca"," Link","Ophrys",2,41216,1,FALSE,0.8,0,NA,NA,NA,NA,"Orchidaceae",NA,"Ophrys fusca",NA
"869",97,"Ophrys lutea","","Ophrys",2,"Ophrys lutea"," (Gouan) Cav.","Ophrys",2,41366,1,FALSE,0.8,0,NA,NA,NA,NA,"Orchidaceae",NA,"Ophrys lutea",NA
"872",98,"Ophrys tenthredinifera","","Ophrys",2,"Ophrys tenthredinifera"," Willd.","Ophrys",2,41514,1,FALSE,0.8,0,NA,NA,NA,NA,"Orchidaceae",NA,"Ophrys tenthredinifera",NA
"873",99,"Orchis anthropophora","","Orchis",2,"Orchis anthropophora","(L.) All.","Orchis",2,42424,1,FALSE,0.8,0,NA,NA,NA,NA,"Orchidaceae",NA,"Orchis anthropophora",NA
"874",100,"Orchis italica","","Orchis",2,"Orchis italica","Poir.","Orchis",2,42428,1,FALSE,0.8,0,NA,NA,NA,NA,"Orchidaceae",NA,"Orchis italica",NA
"877",101,"Orchis mascula","","Orchis",2,"Orchis mascula"," (L.) L.","Orchis",2,42430,1,FALSE,0.8,0,NA,NA,NA,NA,"Orchidaceae",NA,"Orchis mascula",NA
"1133",102,"Serapias cordigera","","Serapias",2,"Serapias cordigera"," L.","Serapias",2,42178,1,FALSE,0.8,0,NA,NA,NA,NA,"Orchidaceae",NA,"Serapias cordigera",NA
"1134",103,"Serapias parviflora","","Serapias",2,"Serapias parviflora"," Parl.","Serapias",2,42217,1,FALSE,0.8,0,NA,NA,NA,NA,"Orchidaceae",NA,"Serapias parviflora",NA
"1135",104,"Serapias vomeracea","","Serapias",2,"Serapias vomeracea"," (Burm.fil.) Briq.","Serapias",2,42229,1,FALSE,0.8,0,NA,NA,NA,NA,"Orchidaceae",NA,"Serapias vomeracea",NA
"101",105,"Asphodelus albus","","Asphodelus",2,"Asphodelus albus"," Mill.","Asphodelus",2,75370,1,FALSE,0.8,0,NA,NA,NA,NA,"Xanthorrhoeaceae",NA,"Asphodelus albus",NA
"103",106,"Asphodelus fistulosus","","Asphodelus",2,"Asphodelus fistulosus"," L.","Asphodelus",2,75381,1,FALSE,0.8,0,NA,NA,NA,NA,"Xanthorrhoeaceae",NA,"Asphodelus fistulosus",NA
"104",107,"Asphodelus ramosus","","Asphodelus",2,"Asphodelus ramosus"," L.","Asphodelus",2,75390,1,FALSE,0.8,0,NA,NA,NA,NA,"Xanthorrhoeaceae",NA,"Asphodelus ramosus",NA
"105",108,"Asphodelus tenuifolius","","Asphodelus",2,"Asphodelus tenuifolius","Cav.","Asphodelus",2,75396,1,FALSE,0.8,0,NA,NA,NA,NA,"Xanthorrhoeaceae",NA,"Asphodelus tenuifolius",NA
"45",109,"Aloe plicatilis","","Aloe",2,"Aloe plicatilis","(L.) Mill.","Aloe",2,550269,1,FALSE,0.8,0,NA,"Kumara plicatilis","(L.) Klopper & Gideon F.Sm.",75747,"Xanthorrhoeaceae",NA,"Kumara plicatilis",NA
"1169",110,"Simethis planifolia","","Simethis",2,"Simethis planifolia","(L.) Gren.","Simethis",2,552184,1,FALSE,0.8,0,NA,"Simethis mattiazzii","(Vand.) G.López & C.E.Jarvis",76840,"Xanthorrhoeaceae",NA,"Simethis mattiazzii",NA
"308",111,"Commelina erecta","","Commelina",2,"Commelina erecta"," L.","Commelina",2,86885,1,FALSE,0.8,0,NA,NA,NA,NA,"Commelinaceae",NA,"Commelina erecta",NA
"1248",112,"Tradescantia pallida","","Tradescantia",2,"Tradescantia pallida","(Rose) D.R.Hunt","Tradescantia",2,87368,1,FALSE,0.8,0,NA,NA,NA,NA,"Commelinaceae",NA,"Tradescantia pallida",NA
"1249",113,"Tradescantia virginiana","","Tradescantia",2,"Tradescantia virginiana","L.","Tradescantia",2,87400,1,FALSE,0.8,0,NA,NA,NA,NA,"Commelinaceae",NA,"Tradescantia virginiana",NA
"830",114,"Narthecium ossifragum","","Narthecium",2,"Narthecium ossifragum","(L.) Hudson","Narthecium",2,33517,1,FALSE,0.8,0,NA,NA,NA,NA,"Nartheciaceae",NA,"Narthecium ossifragum",NA
"303",115,"Colchicum autumnale","","Colchicum",2,"Colchicum autumnale"," L.","Colchicum",2,37002,1,FALSE,0.8,0,NA,NA,NA,NA,"Colchicaceae",NA,"Colchicum autumnale",NA
"1090",116,"Sandersonia aurantiaca","","Sandersonia",2,"Sandersonia aurantiaca","Hook.","Sandersonia",2,36912,1,FALSE,0.8,0,NA,NA,NA,NA,"Colchicaceae",NA,"Sandersonia aurantiaca",NA
"168",117,"Calochortus albus","","Calochortus",2,"Calochortus albus","(Benth.) Douglas ex Benth.","Calochortus",2,37517,1,FALSE,0.8,0,NA,NA,NA,NA,"Liliaceae",NA,"Calochortus albus",NA
"170",118,"Calochortus luteus","","Calochortus",2,"Calochortus luteus","Douglas ex Lindl.","Calochortus",2,37562,1,FALSE,0.8,0,NA,NA,NA,NA,"Liliaceae",NA,"Calochortus luteus",NA
"171",119,"Calochortus venustus","","Calochortus",2,"Calochortus venustus","Douglas ex Benth.","Calochortus",2,37606,1,FALSE,0.8,0,NA,NA,NA,NA,"Liliaceae",NA,"Calochortus venustus",NA
"300",120,"Clintonia andrewsiana","","Clintonia",2,"Clintonia andrewsiana","Torr.","Clintonia",2,37614,1,FALSE,0.8,0,NA,NA,NA,NA,"Liliaceae",NA,"Clintonia andrewsiana",NA
"524",121,"Fritillaria affinis","","Fritillaria",2,"Fritillaria affinis","(Schult.) Sealy","Fritillaria",2,38068,1,FALSE,0.8,0,NA,NA,NA,NA,"Liliaceae",NA,"Fritillaria affinis",NA
"525",122,"Fritillaria lusitanica","","Fritillaria",2,"Fritillaria lusitanica","Wikstr.","Fritillaria",2,38153,1,FALSE,0.8,0,NA,NA,NA,NA,"Liliaceae",NA,"Fritillaria lusitanica",NA
"687",123,"Lilium pardalinum","","Lilium",2,"Lilium pardalinum"," Kellogg","Lilium",2,38351,1,FALSE,0.8,0,NA,NA,NA,NA,"Liliaceae",NA,"Lilium pardalinum",NA
"686",124,"Lilium ochraceum","","Lilium",2,"Lilium ochraceum","Franch.","Lilium",2,493718,1,FALSE,0.8,0,NA,"Lilium primulinum var. ochraceum","(Franch.) Stearn",38369,"Liliaceae",NA,"Lilium primulinum",NA
"1283",125,"Tulipa sylvestris","","Tulipa",2,"Tulipa sylvestris"," L.","Tulipa",2,37984,1,FALSE,0.8,0,NA,NA,NA,NA,"Liliaceae",NA,"Tulipa sylvestris",NA
