"","SORTER","Submitted_Name","Submitted_Author","Submitted_Genus","Submitted_Rank","Name_in_database","Author_in_database","Genus_in_database","Rank_in_database","ID_in_database","Name_set","Fuzzy","Score","name.dist","author.dist","New_name","New_author","New_ID","Family","Name_spLev","Accepted_SPNAME","NOTE"
"1247",126,"Toxicoscordion fremontii","","Toxicoscordion",2,"Toxicoscordion fremontii","(Torr.) Rydb.","Toxicoscordion",2,36284,1,FALSE,0.8,0,NA,NA,NA,NA,"Melanthiaceae",NA,"Toxicoscordion fremontii",NA
"1269",127,"Trillium albidum","","Trillium",2,"Trillium albidum"," J.D.Freeman","Trillium",2,36395,1,FALSE,0.8,0,NA,NA,NA,NA,"Melanthiaceae",NA,"Trillium albidum",NA
"1270",128,"Trillium chloropetalum","","Trillium",2,"Trillium chloropetalum","(Torr.) T.J.Howell","Trillium",2,36404,1,FALSE,0.8,0,NA,NA,NA,NA,"Melanthiaceae",NA,"Trillium chloropetalum",NA
"1271",129,"Trillium ovatum","","Trillium",2,"Trillium ovatum","Pursh","Trillium",2,36427,1,FALSE,0.8,0,NA,NA,NA,NA,"Melanthiaceae",NA,"Trillium ovatum",NA
"1346",130,"Xerophyllum tenax","","Xerophyllum",2,"Xerophyllum tenax","(Pursh) Nutt.","Xerophyllum",2,36344,1,FALSE,0.8,0,NA,NA,NA,NA,"Melanthiaceae",NA,"Xerophyllum tenax",NA
"1177",131,"Smilax aspera","","Smilax",2,"Smilax aspera","L.","Smilax",2,37151,1,FALSE,0.8,0,NA,NA,NA,NA,"Smilacaceae",NA,"Smilax aspera",NA
"118",132,"Barbacenia flava","","Barbacenia",2,"Barbacenia flava","Mart. ex Steud.","Barbacenia",2,34613,1,FALSE,0.8,0,NA,NA,NA,NA,"Velloziaceae",NA,"Barbacenia flava",NA
"1297",133,"Vellozia epidendroides","","Vellozia",2,"Vellozia epidendroides","Mart.","Vellozia",2,34755,1,FALSE,0.8,0,NA,NA,NA,NA,"Velloziaceae",NA,"Vellozia epidendroides",NA
"1040",134,"Rhynchospora consanguinea","","Rhynchospora",2,"Rhynchospora consanguinea","(Kunth) Boeckeler","Rhynchospora",2,98571,1,FALSE,0.8,0,NA,NA,NA,NA,"Cyperaceae",NA,"Rhynchospora consanguinea",NA
"899",135,"Paepalanthus bromelioides","","Paepalanthus",2,"Paepalanthus bromelioides","Silveira","Paepalanthus",2,96288,1,FALSE,0.8,0,NA,NA,NA,NA,"Eriocaulaceae",NA,"Paepalanthus bromelioides",NA
"1349",136,"Xyris asperula","","Xyris",2,"Xyris asperula","Mart.","Xyris",2,94849,1,FALSE,0.8,0,NA,NA,NA,NA,"Xyridaceae",NA,"Xyris asperula",NA
"1351",137,"Xyris itatiayensis","","Xyris",2,"Xyris itatiayensis","(Malme) Wand. &  Sajo","Xyris",2,95004,1,FALSE,0.8,0,NA,NA,NA,NA,"Xyridaceae",NA,"Xyris itatiayensis",NA
"1352",138,"Xyris piranii","","Xyris",2,"Xyris piranii","Wand.","Xyris",2,95104,1,FALSE,0.8,0,NA,NA,NA,NA,"Xyridaceae",NA,"Xyris piranii",NA
"1353",139,"Xyris subsetigera","","Xyris",2,"Xyris subsetigera","Malme","Xyris",2,95171,1,FALSE,0.8,0,NA,NA,NA,NA,"Xyridaceae",NA,"Xyris subsetigera",NA
"1354",140,"Xyris trachyphylla","","Xyris",2,"Xyris trachyphylla","Mart.","Xyris",2,95195,1,FALSE,0.8,0,NA,NA,NA,NA,"Xyridaceae",NA,"Xyris trachyphylla",NA
"1056",141,"Roscoea alpina","","Roscoea",2,"Roscoea alpina","Royle","Roscoea",2,89639,1,FALSE,0.8,0,NA,NA,NA,NA,"Zingiberaceae",NA,"Roscoea alpina",NA
"64",142,"Angelica breweri","","Angelica",2,"Angelica breweri","A.Gray","Angelica",2,405271,1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Angelica breweri",NA
"65",143,"Angelica capitellata","","Angelica",2,"Angelica capitellata","(A.Gray) Spalik, Reduron & S.R.Downie","Angelica",2,405275,1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Angelica capitellata",NA
"67",144,"Anthriscus sylvestris","","Anthriscus",2,"Anthriscus sylvestris"," (L.) Hoffm.","Anthriscus",2,403040,1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Anthriscus sylvestris",NA
"265",145,"Cicuta douglasii","","Cicuta",2,"Cicuta douglasii","(DC.) J.M.Coult. &  Rose","Cicuta",2,402539,1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Cicuta douglasii",NA
"363",146,"Daucus carota","","Daucus",2,"Daucus carota"," L.","Daucus",2,403435,1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Daucus carota",NA
"478",147,"Eryngium pinnatisectum","","Eryngium",2,"Eryngium pinnatisectum","Jeps.","Eryngium",2,401876,1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Eryngium pinnatisectum",NA
"512",148,"Foeniculum vulgare","","Foeniculum",2,"Foeniculum vulgare","Mill.","Foeniculum",2,403535,1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Foeniculum vulgare",NA
"599",149,"Heracleum maximum","","Heracleum",2,"Heracleum maximum","Bartram","Heracleum",2,1184542,1,FALSE,0.8,0,NA,"Heracleum sphondylium ssp. montanum","(Schleich. ex Gaudin) Briq.",405216,"Apiaceae",NA,"Heracleum sphondylium",NA
"652",150,"Klotzschia rhizophylla","","Klotzschia",2,"Klotzschia rhizophylla","Urb.","Klotzschia",2,401488,1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Klotzschia rhizophylla",NA
"710",151,"Lomatium observatorium","","Lomatium",2,"Lomatium observatorium","Constance & Ertter","Lomatium",2,404864,1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Lomatium observatorium",NA
"848",152,"Oenanthe crocata","","Oenanthe",2,"Oenanthe crocata","L.","Oenanthe",2,402552,1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Oenanthe crocata",NA
"851",153,"Oenanthe globulosa","","Oenanthe",2,"Oenanthe globulosa","L.","Oenanthe",2,402558,1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Oenanthe globulosa",NA
"852",154,"Oenanthe sarmentosa","","Oenanthe",2,"Oenanthe sarmentosa","C.Presl ex DC.","Oenanthe",2,402581,1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Oenanthe sarmentosa",NA
"890",155,"Osmorhiza berteroi","","Osmorhiza",2,"Osmorhiza berteroi","DC.","Osmorhiza",2,403017,1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Osmorhiza berteroi",NA
"931",156,"Perideridia kelloggii","","Perideridia",2,"Perideridia kelloggii","(A.Gray) Mathias","Perideridia",2,402649,1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Perideridia kelloggii",NA
"932",157,"Perideridia lemmonii","","Perideridia",2,"Perideridia lemmonii","(J.M.Coult. &  Rose) T.I.Chuang & Constance","Perideridia",2,402650,1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Perideridia lemmonii",NA
"1243",158,"Torilis arvensis","","Torilis",2,"Torilis arvensis"," (Huds.) Link","Torilis",2,403320,1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Torilis arvensis",NA
"1244",159,"Torilis nodosa","","Torilis",2,"Torilis nodosa","(L.) Gaertn.","Torilis",2,403333,1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Torilis nodosa",NA
"1237",160,"Thapsia transtagana","","Thapsia",2,"Thapsia transtagana","Brot.","Thapsia",2,403404,1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Thapsia transtagana",NA
"1091",161,"Sanicula crassicaulis","","Sanicula",2,"Sanicula crassicaulis","Poepp. ex DC.","Sanicula",2,401970,1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Sanicula crassicaulis",NA
"1105",162,"Scandix pecten-veneris","","Scandix",2,"Scandix pecten-veneris","L.","Scandix",2,403010,1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Scandix pecten-veneris",NA
"80",163,"Aralia californica","","Aralia",2,"Aralia californica","S.Watson","Aralia",2,399799,1,FALSE,0.8,0,NA,NA,NA,NA,"Araliaceae",NA,"Aralia californica",NA
"11",164,"Achillea millefolium","","Achillea",2,"Achillea millefolium"," L.","Achillea",2,383313,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Achillea millefolium",NA
"50",165,"Anacyclus clavatus","","Anacyclus",2,"Anacyclus clavatus","(Desf.) Pers.","Anacyclus",2,383463,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Anacyclus clavatus",NA
"51",166,"Anacyclus radiatus","","Anacyclus",2,"Anacyclus radiatus"," Loisel.","Anacyclus",2,383471,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Anacyclus radiatus",NA
"255",167,"Chamaemelum fuscatum","","Chamaemelum",2,"Chamaemelum fuscatum","(Gren. &  Godr.) Vasc.","Chamaemelum",2,384179,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Chamaemelum fuscatum",NA
"304",168,"Coleostephus myconis","","Coleostephus",2,"Coleostephus myconis"," (L.) Rchb.fil.","Coleostephus",2,384060,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Coleostephus myconis",NA
"568",169,"Glebionis coronaria","","Glebionis",2,"Glebionis coronaria","(L.) Tzvelev","Glebionis",2,384276,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Glebionis coronaria",NA
"569",170,"Glebionis segetum","","Glebionis",2,"Glebionis segetum","(L.) Fourr.","Glebionis",2,384277,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Glebionis segetum",NA
"684",171,"Leucanthemum vulgare","","Leucanthemum",2,"Leucanthemum vulgare"," Lam.","Leucanthemum",2,384166,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Leucanthemum vulgare",NA
"784",172,"Matricaria chamomilla","","Matricaria",2,"Matricaria chamomilla","L.","Matricaria",2,383480,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Matricaria chamomilla",NA
"1230",173,"Tanacetum camphoratum","","Tanacetum",2,"Tanacetum camphoratum","Less.","Tanacetum",2,1140361,1,FALSE,0.8,0,NA,"Tanacetum bipinnatum ssp. bipinnatum",NA,383537,"Asteraceae",NA,"Tanacetum bipinnatum",NA
"1273",174,"Tripleurospermum inodorum","","Tripleurospermum",2,"Tripleurospermum inodorum","(L.) Sch.-Bip","Tripleurospermum",2,383702,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Tripleurospermum inodorum",NA
"121",175,"Bellis cordifolia","","Bellis",2,"Bellis cordifolia","(Kunze) Willk.","Bellis",2,385002,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Bellis cordifolia",NA
"122",176,"Bellis sylvestris","","Bellis",2,"Bellis sylvestris"," Cirillo","Bellis",2,385011,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Bellis sylvestris",NA
"113",177,"Baccharis salicifolia","","Baccharis",2,"Baccharis salicifolia"," (Ruiz & Pav.) Pers.","Baccharis",2,386326,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Baccharis salicifolia",NA
"316",178,"Corethrogyne filaginifolia","","Corethrogyne",2,"Corethrogyne filaginifolia","(Hook. &  Arn.) Nutt.","Corethrogyne",2,388452,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Corethrogyne filaginifolia",NA
"446",179,"Ericameria cuneata","","Ericameria",2,"Ericameria cuneata","(A.Gray) McClatchie","Ericameria",2,386764,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Ericameria cuneata",NA
"447",180,"Ericameria ericoides","","Ericameria",2,"Ericameria ericoides","(Less.) Jeps.","Ericameria",2,386768,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Ericameria ericoides",NA
"448",181,"Ericameria nauseosa","","Ericameria",2,"Ericameria nauseosa","(Pall. ex Pursh) Nesom & G.I.Baird","Ericameria",2,386780,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Ericameria nauseosa",NA
"449",182,"Ericameria suffruticosa","","Ericameria",2,"Ericameria suffruticosa","(Nutt.) Nesom","Ericameria",2,386825,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Ericameria suffruticosa",NA
"450",183,"Erigeron coulteri","","Erigeron",2,"Erigeron coulteri","Porter & Coult.","Erigeron",2,387413,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Erigeron coulteri",NA
"451",184,"Erigeron glacialis","","Erigeron",2,"Erigeron glacialis","(Nutt.) A.Nelson","Erigeron",2,387492,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Erigeron glacialis",NA
"453",185,"Erigeron glaucus","","Erigeron",2,"Erigeron glaucus","Ker Gawl.","Erigeron",2,387495,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Erigeron glaucus",NA
"455",186,"Erigeron philadelphicus","","Erigeron",2,"Erigeron philadelphicus","L.","Erigeron",2,387663,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Erigeron philadelphicus",NA
"507",187,"Eurybia integrifolia","","Eurybia",2,"Eurybia integrifolia","(Nutt.) Nesom","Eurybia",2,388111,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Eurybia integrifolia",NA
"508",188,"Eurybia radulina","","Eurybia",2,"Eurybia radulina","(A.Gray) Nesom","Eurybia",2,388120,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Eurybia radulina",NA
"573",189,"Grindelia hirsutula","","Grindelia",2,"Grindelia hirsutula","Hook. &  Arn.","Grindelia",2,388327,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Grindelia hirsutula",NA
"574",190,"Gutierrezia californica","","Gutierrezia",2,"Gutierrezia californica","(DC.) Torr. &  A.Gray","Gutierrezia",2,387892,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Gutierrezia californica",NA
"577",191,"Hazardia detonsa","","Hazardia",2,"Hazardia detonsa","(Greene) Greene","Hazardia",2,388376,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Hazardia detonsa",NA
"578",192,"Hazardia squarrosa","","Hazardia",2,"Hazardia squarrosa","(Hook. &  Arn.) Greene","Hazardia",2,388382,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Hazardia squarrosa",NA
"602",193,"Heterotheca grandiflora","","Heterotheca",2,"Heterotheca grandiflora","Nutt.","Heterotheca",2,387210,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Heterotheca grandiflora",NA
"1369",194,"Heterotheca sessiliflora bolanderi","","Heterotheca",2,"Heterotheca sessiliflora ssp. bolanderi","(A. Gray) Semple","Heterotheca",3,1148183,1,FALSE,0.55,5,NA,"Heterotheca bolanderi","(A.Gray) V.L.Harms",387196,"Asteraceae",NA,"Heterotheca bolanderi",NA
"1192",195,"Solidago elongata","","Solidago",2,"Solidago elongata","Nutt.","Solidago",2,386902,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Solidago elongata",NA
"1193",196,"Solidago spathulata","","Solidago",2,"Solidago spathulata","DC.","Solidago",2,386999,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Solidago spathulata",NA
"1374",197,"Solidago velutina californica","","Solidago",2,"Solidago velutina ssp. californica","(Nutt.) Semple","Solidago",3,1147698,1,FALSE,0.55,5,NA,"Solidago californica","Nutt.",387014,"Asteraceae",NA,"Solidago californica",NA
"1227",198,"Symphyotrichum chilense","","Symphyotrichum",2,"Symphyotrichum chilense","(Nees) Nesom","Symphyotrichum",2,387966,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Symphyotrichum chilense",NA
"1228",199,"Symphyotrichum lentum","","Symphyotrichum",2,"Symphyotrichum lentum","(Greene) Nesom","Symphyotrichum",2,388013,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Symphyotrichum lentum",NA
"1229",200,"Symphyotrichum spathulatum","","Symphyotrichum",2,"Symphyotrichum spathulatum","(Lindl.) Nesom","Symphyotrichum",2,388060,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Symphyotrichum spathulatum",NA
"208",201,"Carduus bourgaeanus","","Carduus",2,"Carduus bourgaeanus","(Bolle) Sch. Bip. ex Boiss.","Carduus",2,1101010,1,FALSE,0.8,0,NA,"Carduus bourgaei","Kazmi",360264,"Asteraceae",NA,"Carduus bourgaei",NA
"209",202,"Carduus tenuiflorus","","Carduus",2,"Carduus tenuiflorus"," Curtis","Carduus",2,360400,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Carduus tenuiflorus",NA
"212",203,"Carthamus caeruleus","","Carthamus",2,"Carthamus caeruleus","L.","Carthamus",2,1103898,1,FALSE,0.8,0,NA,"Carduncellus caeruleus","(L.) C.Presl",361754,"Asteraceae",NA,"Carduncellus caeruleus",NA
"229",204,"Centaurea pullata","","Centaurea",2,"Centaurea pullata"," L.","Centaurea",2,361407,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Centaurea pullata",NA
"232",205,"Centaurea sphaerocephala","","Centaurea",2,"Centaurea sphaerocephala","L.","Centaurea",2,361539,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Centaurea sphaerocephala",NA
"268",206,"Cirsium andersonii","","Cirsium",2,"Cirsium andersonii","(A.Gray) Petr.","Cirsium",2,359651,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Cirsium andersonii",NA
"269",207,"Cirsium brevistylum","","Cirsium",2,"Cirsium brevistylum","Cronquist","Cirsium",2,359697,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Cirsium brevistylum",NA
"270",208,"Cirsium fontinale","","Cirsium",2,"Cirsium fontinale","(Greene) Jeps.","Cirsium",2,359802,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Cirsium fontinale",NA
"272",209,"Cirsium occidentale","","Cirsium",2,"Cirsium occidentale","(Nutt.) Jeps.","Cirsium",2,359959,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Cirsium occidentale",NA
"274",210,"Cirsium palustre","","Cirsium",2,"Cirsium palustre","(L.) Scop.","Cirsium",2,359983,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Cirsium palustre",NA
"271",211,"Cirsium japonicum","","Cirsium",2,"Cirsium japonicum","Fisch. ex DC.","Cirsium",2,359865,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Cirsium japonicum",NA
"334",212,"Crupina vulgaris","","Crupina",2,"Crupina vulgaris","(Pers.) Cass.","Crupina",2,361880,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Crupina vulgaris",NA
"347",213,"Cynara humilis","","Cynara",2,"Cynara humilis","L.","Cynara",2,359581,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Cynara humilis",NA
"531",214,"Galactites tomentosa","","Galactites",2,"Galactites tomentosa","Moench","Galactites",2,359568,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Galactites tomentosa",NA
"778",215,"Mantisalca duriaei","","Mantisalca",2,"Mantisalca duriaei","(Spach) Briq. &  Cavill.","Mantisalca",2,362007,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Mantisalca duriaei",NA
"779",216,"Mantisalca salmantica","","Mantisalca",2,"Mantisalca salmantica","(L.) Briq. &  Cavill.","Mantisalca",2,362008,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Mantisalca salmantica",NA
"843",217,"Notobasis syriaca","","Notobasis",2,"Notobasis syriaca","(L.) Cass.","Notobasis",2,359622,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Notobasis syriaca",NA
"166",218,"Calendula arvensis","","Calendula",2,"Calendula arvensis","L.","Calendula",2,377427,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Calendula arvensis",NA
"167",219,"Calendula officinalis","","Calendula",2,"Calendula officinalis","L.","Calendula",2,377436,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Calendula officinalis",NA
"26",220,"Agoseris grandiflora","","Agoseris",2,"Agoseris grandiflora","(Nutt.) Greene","Agoseris",2,377215,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Agoseris grandiflora",NA
"58",221,"Andryala integrifolia","","Andryala",2,"Andryala integrifolia","L.","Andryala",2,368272,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Andryala integrifolia",NA
"264",222,"Cichorium intybus","","Cichorium",2,"Cichorium intybus"," L.","Cichorium",2,377097,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Cichorium intybus",NA
"328",223,"Crepis vesicaria","","Crepis",2,"Crepis vesicaria"," L.","Crepis",2,365651,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Crepis vesicaria",NA
"558",224,"Geropogon hybridus","","Geropogon",2,"Geropogon hybridus","(L.) Sch.Bip.","Geropogon",2,364420,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Geropogon hybridus",NA
"580",225,"Hedypnois rhagadioloides","","Hedypnois",2,"Hedypnois rhagadioloides"," (L.) F.W.Schmidt","Hedypnois",2,365190,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Hedypnois rhagadioloides",NA
"598",226,"Helminthotheca echioides","","Helminthotheca",2,"Helminthotheca echioides","(L) Holub","Helminthotheca",2,365117,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Helminthotheca echioides",NA
"604",227,"Hieracium albiflorum","","Hieracium",2,"Hieracium albiflorum","Hook.","Hieracium",2,368503,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Hieracium albiflorum",NA
"675",228,"Leontodon hispidus","","Leontodon",2,"Leontodon hispidus"," L.","Leontodon",2,365224,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Leontodon hispidus",NA
"677",229,"Leontodon saxatilis","","Leontodon",2,"Leontodon saxatilis","Lam.","Leontodon",2,1111692,1,FALSE,0.8,0,NA,"Thrincia saxatilis","(Lam.) Holub & Moravec",365201,"Asteraceae",NA,"Thrincia saxatilis","Multiple results"
"762",230,"Malacothrix floccifera","","Malacothrix",2,"Malacothrix floccifera","(DC.) S.F.Blake","Malacothrix",2,377229,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Malacothrix floccifera",NA
"962",231,"Pilosella arguta","","Pilosella",2,"Pilosella arguta","(Nutt.) Sch. Bip, fratt.","Pilosella",2,1115239,1,FALSE,0.8,0,NA,"Hieracium argutum","Nutt.",368786,"Asteraceae",NA,"Hieracium argutum",NA
"963",232,"Pilosella horrida","","Pilosella",2,"Pilosella horrida","(Fr.) F. W. Schultz & Sch. Bip.","Pilosella",2,1118081,1,FALSE,0.8,0,NA,"Hieracium horridum","Fr.",371458,"Asteraceae",NA,"Hieracium horridum",NA
"1019",233,"Reichardia gaditana","","Reichardia",2,"Reichardia gaditana"," (Willk.) Cout.","Reichardia",2,364766,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Reichardia gaditana",NA
"966",234,"Podospermum laciniatum","","Podospermum",2,"Podospermum laciniatum","(L.) DC.","Podospermum",2,1192369,1,FALSE,0.8,0,NA,"Scorzonera laciniata","L.",408201,"Asteraceae",NA,"Scorzonera laciniata",NA
"1021",235,"Reichardia intermedia","","Reichardia",2,"Reichardia intermedia","(Jan ex DC.) Cout.","Reichardia",2,364769,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Reichardia intermedia",NA
"1027",236,"Rhagadiolus edulis","","Rhagadiolus",2,"Rhagadiolus edulis","Gaertn.","Rhagadiolus",2,365357,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Rhagadiolus edulis",NA
"1194",237,"Sonchus oleraceus","","Sonchus",2,"Sonchus oleraceus","L.","Sonchus",2,364922,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Sonchus oleraceus",NA
"1195",238,"Sonchus radicatus","","Sonchus",2,"Sonchus radicatus","Aiton","Sonchus",2,364938,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Sonchus radicatus",NA
"1242",239,"Tolpis barbata","","Tolpis",2,"Tolpis barbata","(L.) Gaertn.","Tolpis",2,377106,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Tolpis barbata",NA
"1251",240,"Tragopogon porrifolius","","Tragopogon",2,"Tragopogon porrifolius"," L.","Tragopogon",2,364513,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Tragopogon porrifolius",NA
"1292",241,"Urospermum picroides","","Urospermum",2,"Urospermum picroides","(L.) Scop. ex F.W.Schmidt","Urospermum",2,364977,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Urospermum picroides",NA
"314",242,"Coreopsis gigantea","","Coreopsis",2,"Coreopsis gigantea","(Kellogg) Hall","Coreopsis",2,396355,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Coreopsis gigantea",NA
"1003",243,"Rafinesquia neomexicana","","Rafinesquia",2,"Rafinesquia neomexicana","A.Gray","Rafinesquia",2,377283,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Rafinesquia neomexicana",NA
"1219",244,"Stephanomeria virgata","","Stephanomeria",2,"Stephanomeria virgata"," Benth.","Stephanomeria",2,377279,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Stephanomeria virgata",NA
"315",245,"Coreopsis maritima","","Coreopsis",2,"Coreopsis maritima","(Nutt.) Hook.fil.","Coreopsis",2,396376,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Coreopsis maritima",NA
"324",246,"Cosmos sulphureus","","Cosmos",2,"Cosmos sulphureus","Cav.","Cosmos",2,396474,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Cosmos sulphureus",NA
"133",247,"Bidens pilosa","","Bidens",2,"Bidens pilosa","L.","Bidens",2,396657,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Bidens pilosa",NA
"1",248,"Acritopappus","","Acritopappus",1,"Acritopappus",NA,"Acritopappus",1,NA,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Acritopappus","Matching only genus level"
"802",249,"Mikania cipoensis","","Mikania",2,"Mikania cipoensis","G.M.Barroso","Mikania",2,394200,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Mikania cipoensis",NA
"1226",250,"Symphyopappus reticulatus","","Symphyopappus",2,"Symphyopappus reticulatus","Baker","Symphyopappus",2,395787,1,FALSE,0.8,0,NA,NA,NA,NA,"Asteraceae",NA,"Symphyopappus reticulatus",NA
